feature,source_strategy,source_kind,normalized_feature
The product provides the product provides AXISSecurityDevelopmentModel.,text_extraction_agent,raw_text,the product provides the product provides axissecuritydevelopmentmodel.
The product provides the product provides AXISOSSoftwareBillofMaterial(SBOM) Optional accessories.,text_extraction_agent,raw_text,the product provides the product provides axisossoftwarebillofmaterial(sbom) optional accessories.
"The product provides the product provides Todownloaddocuments,gotoaxis.com/support/ Lenses.",text_extraction_agent,raw_text,"the product provides the product provides todownloaddocuments,gotoaxis.com/support/ lenses."
"The product provides the product provides cybersecurity/resources LensM122.1mm,F2.2:horizontalfieldofview145°.",text_extraction_agent,raw_text,"the product provides the product provides cybersecurity/resources lensm122.1mm,f2.2:horizontalfieldofview145°."
"The product provides the product provides ToreadmoreaboutAxiscybersecuritysupport,goto LensM122.8mm,F1.2:horizontalfieldofview107°.",text_extraction_agent,raw_text,"the product provides the product provides toreadmoreaboutaxiscybersecuritysupport,goto lensm122.8mm,f1.2:horizontalfieldofview107°."
"The product provides the product provides axis.com/cybersecurity LensM123.6mm,F2.0:horizontalfieldofview88°.",text_extraction_agent,raw_text,"the product provides the product provides axis.com/cybersecurity lensm123.6mm,f2.0:horizontalfieldofview88°."
"The product provides the product provides LensM126mm,F1.6:horizontalfieldofview51°.",text_extraction_agent,raw_text,"the product provides the product provides lensm126mm,f1.6:horizontalfieldofview51°."
"The product provides the product provides General LensM128mm,F1.6:horizontalfieldofview39°.",text_extraction_agent,raw_text,"the product provides the product provides general lensm128mm,f1.6:horizontalfieldofview39°."
The product provides the product provides Other.,text_extraction_agent,raw_text,the product provides the product provides other.
"The product provides the product provides AXIST94D01SMountBracket,.",text_extraction_agent,raw_text,"the product provides the product provides axist94d01smountbracket,."
"The product provides the product provides Casing AXIST94D02SCurvedMountBracket,.",text_extraction_agent,raw_text,"the product provides the product provides casing axist94d02scurvedmountbracket,."
"The product provides the product provides IP66/67-andIK10-ratedaluminumandpolycarbonate NetworkcouplerIP66,Networkcablecouplerindoor,.",text_extraction_agent,raw_text,"the product provides the product provides ip66/67-andik10-ratedaluminumandpolycarbonate networkcouplerip66,networkcablecouplerindoor,."
"The product provides the product provides casing TM3101PendantWallMount,AXISTP3826-Ehousing,.",text_extraction_agent,raw_text,"the product provides the product provides casing tm3101pendantwallmount,axistp3826-ehousing,."
"The product provides the product provides TP3827ClearDomeCover,TP3830TopBlackCover.",text_extraction_agent,raw_text,"the product provides the product provides tp3827cleardomecover,tp3830topblackcover."
"The product provides the product provides Formoreaccessories,seeaxis.com/products/axis-.",text_extraction_agent,raw_text,"the product provides the product provides formoreaccessories,seeaxis.com/products/axis-."
The product provides the product provides Mounting.,text_extraction_agent,raw_text,the product provides the product provides mounting.
The product provides the product provides m3905-r#accessories.,text_extraction_agent,raw_text,the product provides the product provides m3905-r#accessories.
The product provides the product provides Insidevehicles.,text_extraction_agent,raw_text,the product provides the product provides insidevehicles.
"The product provides 4. ThisproductincludessoftwaredevelopedbytheOpenSSLProjectforuseintheOpenSSLToolkit.(openssl.org),andcryptographicsoftware.",text_extraction_agent,raw_text,"the product provides 4. thisproductincludessoftwaredevelopedbytheopensslprojectforuseintheopenssltoolkit.(openssl.org),andcryptographicsoftware."
The product provides the product provides System tools.,text_extraction_agent,raw_text,the product provides the product provides system tools.
"The product provides the product provides AXISSiteDesigner,AXISDeviceManager,product.",text_extraction_agent,raw_text,"the product provides the product provides axissitedesigner,axisdevicemanager,product."
"The product provides the product provides selector,accessoryselector,lenscalculator.",text_extraction_agent,raw_text,"the product provides the product provides selector,accessoryselector,lenscalculator."
The product provides the product provides Availableataxis.com.,text_extraction_agent,raw_text,the product provides the product provides availableataxis.com.
The product provides the product provides Languages.,text_extraction_agent,raw_text,the product provides the product provides languages.
"The product provides the product provides English,German,French,Spanish,Italian,Russian,.",text_extraction_agent,raw_text,"the product provides the product provides english,german,french,spanish,italian,russian,."
"The product provides the product provides SimplifiedChinese,Japanese,Korean,Portuguese,.",text_extraction_agent,raw_text,"the product provides the product provides simplifiedchinese,japanese,korean,portuguese,."
"The product provides the product provides Polish,TraditionalChinese,Dutch,Czech,Swedish,.",text_extraction_agent,raw_text,"the product provides the product provides polish,traditionalchinese,dutch,czech,swedish,."
"The product provides the product provides Finnish,Turkish,Thai,Vietnamese.",text_extraction_agent,raw_text,"the product provides the product provides finnish,turkish,thai,vietnamese."
The product provides the product provides Warranty.,text_extraction_agent,raw_text,the product provides the product provides warranty.
"The product provides the product provides 5-yearwarranty,seeaxis.com/warranty.",text_extraction_agent,raw_text,"the product provides the product provides 5-yearwarranty,seeaxis.com/warranty."
The product provides the product provides Partnumbers.,text_extraction_agent,raw_text,the product provides the product provides partnumbers.
The product provides the product provides Availableataxis.com/products/axis-m3905-r#part-.,text_extraction_agent,raw_text,the product provides the product provides availableataxis.com/products/axis-m3905-r#part-.
The product provides the product provides numbers.,text_extraction_agent,raw_text,the product provides the product provides numbers.
The product provides the product provides Sustainability.,text_extraction_agent,raw_text,the product provides the product provides sustainability.
The product provides the product provides Substancecontrol.,text_extraction_agent,raw_text,the product provides the product provides substancecontrol.
"The product provides the product provides PVCfree,BFR/CFRfree.",text_extraction_agent,raw_text,"the product provides the product provides pvcfree,bfr/cfrfree."
The product provides the product provides RoHSinaccordancewithEURoHSDirective2011/65/.,text_extraction_agent,raw_text,the product provides the product provides rohsinaccordancewitheurohsdirective2011/65/.
The product provides the product provides EU/andEN63000:2018.,text_extraction_agent,raw_text,the product provides the product provides eu/anden63000:2018.
The product provides the product provides REACHinaccordancewith(EC)No1907/2006.ForSCIP.,text_extraction_agent,raw_text,the product provides the product provides reachinaccordancewith(ec)no1907/2006.forscip.
"The product provides the product provides UUID,seeaxis.com/partner.",text_extraction_agent,raw_text,"the product provides the product provides uuid,seeaxis.com/partner."
The product provides the product provides Materials.,text_extraction_agent,raw_text,the product provides the product provides materials.
The product provides the product provides Recycledaluminum:95%.,text_extraction_agent,raw_text,the product provides the product provides recycledaluminum:95%.
The product provides the product provides ScreenedforconflictmineralsinaccordancewithOECD.,text_extraction_agent,raw_text,the product provides the product provides screenedforconflictmineralsinaccordancewithoecd.
The product provides the product provides guidelines.,text_extraction_agent,raw_text,the product provides the product provides guidelines.
"The product provides the product provides ToreadmoreaboutsustainabilityatAxis,gotoaxis.",text_extraction_agent,raw_text,"the product provides the product provides toreadmoreaboutsustainabilityataxis,gotoaxis."
The product provides the product provides com/about-axis/sustainability.,text_extraction_agent,raw_text,the product provides the product provides com/about-axis/sustainability.
The product provides the product provides Environmentalresponsibility.,text_extraction_agent,raw_text,the product provides the product provides environmentalresponsibility.
The product provides the product provides axis.com/environmental-responsibility.,text_extraction_agent,raw_text,the product provides the product provides axis.com/environmental-responsibility.
The product provides the product provides AxisCommunicationsisasignatoryoftheUNGlobal.,text_extraction_agent,raw_text,the product provides the product provides axiscommunicationsisasignatoryoftheunglobal.
"The product provides the product provides Compact,readmoreatunglobalcompact.org.",text_extraction_agent,raw_text,"the product provides the product provides compact,readmoreatunglobalcompact.org."
"The product provides the product provides Detect,Observe,Recognize, Identify(DORI).",text_extraction_agent,raw_text,"the product provides the product provides detect,observe,recognize, identify(dori)."
The product provides the product provides Axis calculates the DORI values using pixel densities for.,text_extraction_agent,raw_text,the product provides the product provides axis calculates the dori values using pixel densities for.
The product provides the product provides different use cases as recommended by the EN-62676-4.,text_extraction_agent,raw_text,the product provides the product provides different use cases as recommended by the en-62676-4.
The product provides the product provides standard. The calculations use the center of the image as.,text_extraction_agent,raw_text,the product provides the product provides standard. the calculations use the center of the image as.
The product provides the product provides the reference point and consider lens distortion. The.,text_extraction_agent,raw_text,the product provides the product provides the reference point and consider lens distortion. the.
The product provides the product provides possibility to recognize or identify a person or object.,text_extraction_agent,raw_text,the product provides the product provides possibility to recognize or identify a person or object.
"The product provides the product provides depends on factors such as object motion, video.",text_extraction_agent,raw_text,"the product provides the product provides depends on factors such as object motion, video."
"The product provides the product provides compression, lighting conditions, and camera focus. Use.",text_extraction_agent,raw_text,"the product provides the product provides compression, lighting conditions, and camera focus. use."
The product provides the product provides margins when planning. The pixel density varies across.,text_extraction_agent,raw_text,the product provides the product provides margins when planning. the pixel density varies across.
"The product provides the product provides the image, and the calculated values can differ from the.",text_extraction_agent,raw_text,"the product provides the product provides the image, and the calculated values can differ from the."
The product provides the product provides distancesintherealworld.,text_extraction_agent,raw_text,the product provides the product provides distancesintherealworld.
The product provides the product provides www.axis.com T10184436/EN/M22.2/202511.,text_extraction_agent,raw_text,the product provides the product provides www.axis.com t10184436/en/m22.2/202511.
The product provides the product provides Highlightedcapabilities.,text_extraction_agent,raw_text,the product provides the product provides highlightedcapabilities.
"The product provides the product provides Axis EdgeVault color may be the critical factor to identify a person, an.",text_extraction_agent,raw_text,"the product provides the product provides axis edgevault color may be the critical factor to identify a person, an."
"The product provides the product provides object,oravehicle.",text_extraction_agent,raw_text,"the product provides the product provides object,oravehicle."
The product provides the product provides Axis Edge Vault is the hardware-based cybersecurity.,text_extraction_agent,raw_text,the product provides the product provides axis edge vault is the hardware-based cybersecurity.
The product provides the product provides platform that safeguards the Axis device. It forms the.,text_extraction_agent,raw_text,the product provides the product provides platform that safeguards the axis device. it forms the.
"The product provides the product provides Formoreinformation,seeaxis.com/glossary.",text_extraction_agent,raw_text,"the product provides the product provides formoreinformation,seeaxis.com/glossary."
The product provides the product provides foundation that all secure operations depend on and.,text_extraction_agent,raw_text,the product provides the product provides foundation that all secure operations depend on and.
"The product provides the product provides offer features to protect the device’s identity, safeguard.",text_extraction_agent,raw_text,"the product provides the product provides offer features to protect the device’s identity, safeguard."
The product provides the product provides its integrity and protect sensitive information from.,text_extraction_agent,raw_text,the product provides the product provides its integrity and protect sensitive information from.
"The product provides the product provides unauthorized access. For instance, secure boot ensures.",text_extraction_agent,raw_text,"the product provides the product provides unauthorized access. for instance, secure boot ensures."
"The product provides the product provides that a device can boot only with signed OS, which.",text_extraction_agent,raw_text,"the product provides the product provides that a device can boot only with signed os, which."
The product provides the product provides prevents physical supply chain tampering. With signed.,text_extraction_agent,raw_text,the product provides the product provides prevents physical supply chain tampering. with signed.
"The product provides the product provides OS, the device is also able to validate new device.",text_extraction_agent,raw_text,"the product provides the product provides os, the device is also able to validate new device."
The product provides the product provides software before accepting to install it. And the secure.,text_extraction_agent,raw_text,the product provides the product provides software before accepting to install it. and the secure.
The product provides the product provides keystore is the critical building-block for protecting.,text_extraction_agent,raw_text,the product provides the product provides keystore is the critical building-block for protecting.
The product provides the product provides cryptographic information used for secure.,text_extraction_agent,raw_text,the product provides the product provides cryptographic information used for secure.
"The product provides the product provides communication (IEEE 802.1X, HTTPS, Axis device ID,.",text_extraction_agent,raw_text,"the product provides the product provides communication (ieee 802.1x, https, axis device id,."
The product provides the product provides access control keys etc.) against malicious extraction in.,text_extraction_agent,raw_text,the product provides the product provides access control keys etc.) against malicious extraction in.
The product provides the product provides the event of a security breach. The secure keystore and.,text_extraction_agent,raw_text,the product provides the product provides the event of a security breach. the secure keystore and.
The product provides the product provides secure connections are provided through a Common.,text_extraction_agent,raw_text,the product provides the product provides secure connections are provided through a common.
The product provides the product provides Criteria or FIPS 140 certified hardware-based.,text_extraction_agent,raw_text,the product provides the product provides criteria or fips 140 certified hardware-based.
The product provides the product provides cryptographiccomputingmodule.,text_extraction_agent,raw_text,the product provides the product provides cryptographiccomputingmodule.
"The product provides the product provides Furthermore, signed video ensures that video evidence.",text_extraction_agent,raw_text,"the product provides the product provides furthermore, signed video ensures that video evidence."
The product provides the product provides can be verified as untampered. Each camera uses its.,text_extraction_agent,raw_text,the product provides the product provides can be verified as untampered. each camera uses its.
"The product provides the product provides unique video signing key, which is securely stored in the.",text_extraction_agent,raw_text,"the product provides the product provides unique video signing key, which is securely stored in the."
"The product provides the product provides secure keystore, to add a signature into the video stream.",text_extraction_agent,raw_text,"the product provides the product provides secure keystore, to add a signature into the video stream."
The product provides the product provides allowingvideotobetracedbacktotheAxiscamerafrom.,text_extraction_agent,raw_text,the product provides the product provides allowingvideotobetracedbacktotheaxiscamerafrom.
The product provides the product provides whereitoriginated.,text_extraction_agent,raw_text,the product provides the product provides whereitoriginated.
"The product provides the product provides To read more about Axis Edge Vault, go to axis.com/.",text_extraction_agent,raw_text,"the product provides the product provides to read more about axis edge vault, go to axis.com/."
The product provides the product provides solutions/edge-vault.,text_extraction_agent,raw_text,the product provides the product provides solutions/edge-vault.
The product provides the product provides Zipstream.,text_extraction_agent,raw_text,the product provides the product provides zipstream.
The product provides the product provides The Axis Zipstream technology preserves all the.,text_extraction_agent,raw_text,the product provides the product provides the axis zipstream technology preserves all the.
The product provides the product provides important forensic in the video stream while lowering.,text_extraction_agent,raw_text,the product provides the product provides important forensic in the video stream while lowering.
The product provides the product provides bandwidth and storage requirements by an average of.,text_extraction_agent,raw_text,the product provides the product provides bandwidth and storage requirements by an average of.
The product provides 50%. Zipstream also includes three intelligent.,text_extraction_agent,raw_text,the product provides 50%. zipstream also includes three intelligent.
"The product provides the product provides algorithms, which ensure that relevant forensic.",text_extraction_agent,raw_text,"the product provides the product provides algorithms, which ensure that relevant forensic."
"The product provides the product provides information is identified, recorded, and sent in full.",text_extraction_agent,raw_text,"the product provides the product provides information is identified, recorded, and sent in full."
The product provides the product provides resolutionandframerate.,text_extraction_agent,raw_text,the product provides the product provides resolutionandframerate.
The product provides the product provides ForensicWDR.,text_extraction_agent,raw_text,the product provides the product provides forensicwdr.
The product provides the product provides Axis cameras with wide dynamic range (WDR).,text_extraction_agent,raw_text,the product provides the product provides axis cameras with wide dynamic range (wdr).
The product provides the product provides technology make the difference between seeing.,text_extraction_agent,raw_text,the product provides the product provides technology make the difference between seeing.
The product provides the product provides important forensic details clearly and seeing nothing but.,text_extraction_agent,raw_text,the product provides the product provides important forensic details clearly and seeing nothing but.
The product provides the product provides a blur in challenging light conditions. The difference.,text_extraction_agent,raw_text,the product provides the product provides a blur in challenging light conditions. the difference.
The product provides the product provides between the darkest and the brightest spots can spell.,text_extraction_agent,raw_text,the product provides the product provides between the darkest and the brightest spots can spell.
The product provides the product provides trouble for image usability and clarity. Forensic WDR.,text_extraction_agent,raw_text,the product provides the product provides trouble for image usability and clarity. forensic wdr.
The product provides the product provides effectively reduces visible noise and artifacts to deliver.,text_extraction_agent,raw_text,the product provides the product provides effectively reduces visible noise and artifacts to deliver.
The product provides the product provides videotunedformaximalforensicusability.,text_extraction_agent,raw_text,the product provides the product provides videotunedformaximalforensicusability.
The product provides the product provides Lightfinder.,text_extraction_agent,raw_text,the product provides the product provides lightfinder.
"The product provides the product provides The Axis Lightfinder technology delivers high-resolution,.",text_extraction_agent,raw_text,"the product provides the product provides the axis lightfinder technology delivers high-resolution,."
The product provides the product provides full-color video with a minimum of motion blur even in.,text_extraction_agent,raw_text,the product provides the product provides full-color video with a minimum of motion blur even in.
"The product provides the product provides near darkness. Because it strips away noise, Lightfinder.",text_extraction_agent,raw_text,"the product provides the product provides near darkness. because it strips away noise, lightfinder."
The product provides the product provides makes dark areas in a scene visible and captures details.,text_extraction_agent,raw_text,the product provides the product provides makes dark areas in a scene visible and captures details.
The product provides the product provides in very low light. Cameras with Lightfinder discern color.,text_extraction_agent,raw_text,the product provides the product provides in very low light. cameras with lightfinder discern color.
"The product provides the product provides in low light better than the human eye. In surveillance,.",text_extraction_agent,raw_text,"the product provides the product provides in low light better than the human eye. in surveillance,."
"The product provides the product provides ©2022–2025AxisCommunicationsAB.AXISCOMMUNICATIONS,AXIS,ARTPECandVAPIXareregisteredtrademarksof.",text_extraction_agent,raw_text,"the product provides the product provides ©2022–2025axiscommunicationsab.axiscommunications,axis,artpecandvapixareregisteredtrademarksof."
The product provides the product provides AxisABinvariousjurisdictions.Allothertrademarksarethepropertyoftheirrespectiveowners.Wereservetherightto.,text_extraction_agent,raw_text,the product provides the product provides axisabinvariousjurisdictions.allothertrademarksarethepropertyoftheirrespectiveowners.wereservetherightto.
The product provides the product provides introducemodificationswithoutnotice.,text_extraction_agent,raw_text,the product provides the product provides introducemodificationswithoutnotice.
