feature,source_strategy,source_kind,normalized_feature
The product provides the product provides Temperature 131°F).,text_extraction_agent,raw_text,the product provides the product provides temperature 131°f).
The product provides the product provides With -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text,the product provides the product provides with -10°cto+55°c(-14°fto -50°cto+65°c(-58°fto149°f)withexternalpowerorieee802.3atclass4(25.5w.
The product provides the product provides External 131°F) PoE+).,text_extraction_agent,raw_text,the product provides the product provides external 131°f) poe+).
The product provides the product provides Poweror.,text_extraction_agent,raw_text,the product provides the product provides poweror.
The product provides the product provides Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text,the product provides the product provides startup poe -10°cto+55°c(-14°fto -30°cto+65°c(-22°fto149°f)withieee802.3afclass3(13wpoe).
The product provides the product provides With -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text,the product provides the product provides with -10°cto+55°c(-14°fto -40°cto+65°c(-40°fto149°f)withexternalpowerorieee802.3atclass4(25.5w.
The product provides the product provides AbsoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7.,text_extraction_agent,raw_text,the product provides the product provides absolutemaximum 74°c(165°f)pernemats2(temp.)para2.2.7.2-2.2.7.7.
The product provides the product provides Temperature.,text_extraction_agent,raw_text,the product provides the product provides temperature.
The product provides the product provides StorageTemperature -10°Cto+70°C(14°Fto158°F).,text_extraction_agent,raw_text,the product provides the product provides storagetemperature -10°cto+70°c(14°fto158°f).
The product provides the product provides Humidity 0-95%non-condensing.,text_extraction_agent,raw_text,the product provides the product provides humidity 0-95%non-condensing.
The product provides the product provides CERTIFICATIONS.,text_extraction_agent,raw_text,the product provides the product provides certifications.
"The product provides the product provides Certifications/Approvals UL,cUL,FCC,IC,Z-Wave.",text_extraction_agent,raw_text,"the product provides the product provides certifications/approvals ul,cul,fcc,ic,z-wave."
"The product provides the product provides SafetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4.",text_extraction_agent,raw_text,"the product provides the product provides safetystandards ul62368-1,csa62368-1,iec/en62368-1,iec62471,ul2043plenum4."
"The product provides the product provides Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.",text_extraction_agent,raw_text,"the product provides the product provides environmental iec60529ip66,ip67,ip68(1.8mdepthfor2hours),nema4x,iec60068-2shock&vibration,nemats2sec2.2.7-."
"The product provides the product provides Standards/Ratings 2.2.9,IK11.",text_extraction_agent,raw_text,"the product provides the product provides standards/ratings 2.2.9,ik11."
"The product provides the product provides ElectromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB.",text_extraction_agent,raw_text,"the product provides the product provides electromagneticemissions fccpart15subpartbclassb,ices-003classb."
The product provides the product provides Standards.,text_extraction_agent,raw_text,the product provides the product provides standards.
The product provides the product provides ElectromagneticImmunity N/A.,text_extraction_agent,raw_text,the product provides the product provides electromagneticimmunity n/a.
"The product provides the product provides Radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102.",text_extraction_agent,raw_text,"the product provides the product provides radio fccpart15subpartc,fcckdb447498,rss-210,rss-102."
The product provides the product provides Warranty Limited5YearWarranty(avigilon.com/warranty).,text_extraction_agent,raw_text,the product provides the product provides warranty limited5yearwarranty(avigilon.com/warranty).
The product provides the product provides 4Onlyappliestothein-ceilingcameramodels.,text_extraction_agent,raw_text,the product provides the product provides 4onlyappliestothein-ceilingcameramodels.
The product provides the product provides Analytics Specifications.,text_extraction_agent,raw_text,the product provides the product provides analytics specifications.
The product provides the product provides SUPPORTEDANALYTICSEVENTS1.,text_extraction_agent,raw_text,the product provides the product provides supportedanalyticsevents1.
The product provides the product provides ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,text_extraction_agent,raw_text,the product provides the product provides objectsinarea theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.thiseventcanbeusedtocount.
The product provides the product provides objects.,text_extraction_agent,raw_text,the product provides the product provides objects.
The product provides the product provides ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,text_extraction_agent,raw_text,the product provides the product provides objectloitering theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.
The product provides the product provides amountoftime.,text_extraction_agent,raw_text,the product provides the product provides amountoftime.
The product provides the product provides ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,text_extraction_agent,raw_text,the product provides the product provides objectscrossingbeam theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.
The product provides the product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,text_extraction_agent,raw_text,the product provides the product provides thecamera’sfieldofview.thebeamcanbeunidirectionalorbidirectional.
The product provides the product provides ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,text_extraction_agent,raw_text,the product provides the product provides objectappearsorenters theeventistriggeredbyeachobjectthatenterstheregionofinterest.
The product provides the product provides Area.,text_extraction_agent,raw_text,the product provides the product provides area.
The product provides the product provides ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,text_extraction_agent,raw_text,the product provides the product provides objectnotpresentinarea theeventistriggeredwhennoobjectsarepresentintheregionofinterest.
The product provides the product provides ObjectsEnterArea Theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.,text_extraction_agent,raw_text,the product provides the product provides objectsenterarea theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.
The product provides the product provides ObjectsLeaveArea Theeventistriggeredwhenthespecifiednumberofobjectshavelefttheregionofinterest.,text_extraction_agent,raw_text,the product provides the product provides objectsleavearea theeventistriggeredwhenthespecifiednumberofobjectshavelefttheregionofinterest.
The product provides the product provides ObjectStopsinArea Theeventistriggeredwhenanobjectmovesintoaregionofinterestandthenstopsmovingforthespecifiedthreshold.,text_extraction_agent,raw_text,the product provides the product provides objectstopsinarea theeventistriggeredwhenanobjectmovesintoaregionofinterestandthenstopsmovingforthespecifiedthreshold.
The product provides the product provides time.,text_extraction_agent,raw_text,the product provides the product provides time.
The product provides the product provides DirectionViolated Theeventistriggeredwhenanobjectmovesintheprohibiteddirectionoftravel.,text_extraction_agent,raw_text,the product provides the product provides directionviolated theeventistriggeredwhenanobjectmovesintheprohibiteddirectionoftravel.
"The product provides the product provides SmartMotionRule Eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters.",text_extraction_agent,raw_text,"the product provides the product provides smartmotionrule eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters."
The product provides the product provides TamperDetection Theeventistriggeredwhenthesceneunexpectedlychanges.,text_extraction_agent,raw_text,the product provides the product provides tamperdetection theeventistriggeredwhenthesceneunexpectedlychanges.
The product provides the product provides CrowdSize Thiseventistriggeredwhenthenumberofpeopleisexceededoveraconfigurableduration.,text_extraction_agent,raw_text,the product provides the product provides crowdsize thiseventistriggeredwhenthenumberofpeopleisexceededoveraconfigurableduration.
The product provides the product provides UnusualCrowdGrowth Thiseventistriggeredwhenacrowdsizegrowsunexpectedly.,text_extraction_agent,raw_text,the product provides the product provides unusualcrowdgrowth thiseventistriggeredwhenacrowdsizegrowsunexpectedly.
The product provides the product provides UnusualCrowdSize Thiseventistriggeredwhenanunusualcrowdsizeisdetected.,text_extraction_agent,raw_text,the product provides the product provides unusualcrowdsize thiseventistriggeredwhenanunusualcrowdsizeisdetected.
"The product provides the product provides 1Analyticscapabilities,includingdetectionrange,mayvarybycameraline.PleaseconsulttheAvigilonSelf-LearningVideoAnalyticsDesignGuidefor.",text_extraction_agent,raw_text,"the product provides the product provides 1analyticscapabilities,includingdetectionrange,mayvarybycameraline.pleaseconsulttheavigilonself-learningvideoanalyticsdesignguidefor."
The product provides the product provides details.,text_extraction_agent,raw_text,the product provides the product provides details.
The product provides the product provides SUPPORTEDCLASSIFIEDOBJECTTYPES.,text_extraction_agent,raw_text,the product provides the product provides supportedclassifiedobjecttypes.
"The product provides the product provides ObjectTypesinOutdoor Vehicle,sub-types:Car,PickupTruck,LargeTruck,Van,Bicycle,Motorcycle,Bus.",text_extraction_agent,raw_text,"the product provides the product provides objecttypesinoutdoor vehicle,sub-types:car,pickuptruck,largetruck,van,bicycle,motorcycle,bus."
The product provides the product provides Mode Person.,text_extraction_agent,raw_text,the product provides the product provides mode person.
The product provides the product provides ObjectTypesinIndoor Person.,text_extraction_agent,raw_text,the product provides the product provides objecttypesinindoor person.
The product provides the product provides Mode.,text_extraction_agent,raw_text,the product provides the product provides mode.
The product provides the product provides TEACHBYEXAMPLE.,text_extraction_agent,raw_text,the product provides the product provides teachbyexample.
"The product provides the product provides TeachByExample Yes,whenusedwithAvigilonControlCenter™orAvigilonUnityVideo.",text_extraction_agent,raw_text,"the product provides the product provides teachbyexample yes,whenusedwithavigiloncontrolcenter™oravigilonunityvideo."
The product provides the product provides SUPPORTEDAUDIOANALYTICSEVENTS.,text_extraction_agent,raw_text,the product provides the product provides supportedaudioanalyticsevents.
The product provides the product provides Scream Upto15meters.,text_extraction_agent,raw_text,the product provides the product provides scream upto15meters.
The product provides the product provides GlassBreak Upto15meters.,text_extraction_agent,raw_text,the product provides the product provides glassbreak upto15meters.
The product provides the product provides CarAlarm Upto30meters.,text_extraction_agent,raw_text,the product provides the product provides caralarm upto30meters.
The product provides the product provides SmokeAlarm Upto15meters.,text_extraction_agent,raw_text,the product provides the product provides smokealarm upto15meters.
The product provides the product provides DogBark Upto15meters.,text_extraction_agent,raw_text,the product provides the product provides dogbark upto15meters.
The product provides the product provides TireScreech2 Upto15meters.,text_extraction_agent,raw_text,the product provides the product provides tirescreech2 upto15meters.
The product provides the product provides LoudNoise Upto40meters.,text_extraction_agent,raw_text,the product provides the product provides loudnoise upto40meters.
The product provides the product provides UltrasonicPanicAlarm3 Upto40meters.,text_extraction_agent,raw_text,the product provides the product provides ultrasonicpanicalarm3 upto40meters.
The product provides the product provides 2Thedetectionrangeislimitedtoupto8metersinloudenvironments.,text_extraction_agent,raw_text,the product provides the product provides 2thedetectionrangeislimitedtoupto8metersinloudenvironments.
The product provides the product provides 3Thedetectionrangeisinfluencedbythequalityandpowerofthedeviceusedtocreatethepanicalarm.,text_extraction_agent,raw_text,the product provides the product provides 3thedetectionrangeisinfluencedbythequalityandpowerofthedeviceusedtocreatethepanicalarm.
The product provides the product provides AVIGILONSOFTWARESUPPORTEDFEATURES.,text_extraction_agent,raw_text,the product provides the product provides avigilonsoftwaresupportedfeatures.
The product provides the product provides AvigilonUnityVideo8.4or AlladvancedZ-Wavecompatibilityfeatures.,text_extraction_agent,raw_text,the product provides the product provides avigilonunityvideo8.4or alladvancedz-wavecompatibilityfeatures.
The product provides the product provides higher.,text_extraction_agent,raw_text,the product provides the product provides higher.
The product provides the product provides AvigilonUnityVideo8.0or Allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.Appearance.,text_extraction_agent,raw_text,the product provides the product provides avigilonunityvideo8.0or allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.appearance.
The product provides the product provides higher searchwhenpairedwithappropriateserverhardware.UnusualActivityDetection.H.265supported.Audioanalytics.,text_extraction_agent,raw_text,the product provides the product provides higher searchwhenpairedwithappropriateserverhardware.unusualactivitydetection.h.265supported.audioanalytics.
The product provides the product provides Crowdanalytics.Classifiedobjectprivacymasking.,text_extraction_agent,raw_text,the product provides the product provides crowdanalytics.classifiedobjectprivacymasking.
The product provides the product provides ACCVersion7.2orhigher Allsupportedanalyticeventswithpeopleandvehiclesasclassifiedobjects.Appearancesearchwhenpairedwith.,text_extraction_agent,raw_text,the product provides the product provides accversion7.2orhigher allsupportedanalyticeventswithpeopleandvehiclesasclassifiedobjects.appearancesearchwhenpairedwith.
The product provides the product provides appropriateserverhardware.UnusualActivityDetection.H.265supported.,text_extraction_agent,raw_text,the product provides the product provides appropriateserverhardware.unusualactivitydetection.h.265supported.
The product provides the product provides Outline Dimensions.,text_extraction_agent,raw_text,the product provides the product provides outline dimensions.
The product provides the product provides Dome Camera with Surface Mount.,text_extraction_agent,raw_text,the product provides the product provides dome camera with surface mount.
The product provides the product provides (H6XPDomecamera+providedsurfacemount).,text_extraction_agent,raw_text,the product provides the product provides (h6xpdomecamera+providedsurfacemount).
The product provides the product provides Dome Camera with In-Ceiling Mount.,text_extraction_agent,raw_text,the product provides the product provides dome camera with in-ceiling mount.
The product provides the product provides (H6XPDomecamera+CLADP-1001).,text_extraction_agent,raw_text,the product provides the product provides (h6xpdomecamera+cladp-1001).
The product provides the product provides Dome Camera WITH NPT Adapter.,text_extraction_agent,raw_text,the product provides the product provides dome camera with npt adapter.
The product provides the product provides (H6XPDomecamera+H6A-MT-NPTA1).,text_extraction_agent,raw_text,the product provides the product provides (h6xpdomecamera+h6a-mt-npta1).
The product provides the product provides Dome Camera WITH NPT Adapter and Pendant wall mount.,text_extraction_agent,raw_text,the product provides the product provides dome camera with npt adapter and pendant wall mount.
The product provides the product provides (H6XPDomecamera+H6A-MT-NPTA1+WLMT-1021).,text_extraction_agent,raw_text,the product provides the product provides (h6xpdomecamera+h6a-mt-npta1+wlmt-1021).
The product provides the product provides Z-Wave Sensors.,text_extraction_agent,raw_text,the product provides the product provides z-wave sensors.
The product provides the product provides Z-WaveDoorContactSensor(SM810).,text_extraction_agent,raw_text,the product provides the product provides z-wavedoorcontactsensor(sm810).
The product provides the product provides Z-WaveOutdoorMotionSensor(SP816).,text_extraction_agent,raw_text,the product provides the product provides z-waveoutdoormotionsensor(sp816).
The product provides the product provides Z-WaveIndoorMotionSensor(SP817).,text_extraction_agent,raw_text,the product provides the product provides z-waveindoormotionsensor(sp817).
The product provides the product provides Z-WavePanicButton(AC136).,text_extraction_agent,raw_text,the product provides the product provides z-wavepanicbutton(ac136).
The product provides the product provides Ordering Information.,text_extraction_agent,raw_text,the product provides the product provides ordering information.
The product provides the product provides MOUNTINGSCENARIO ORDERINGINFORMATION.,text_extraction_agent,raw_text,the product provides the product provides mountingscenario orderinginformation.
The product provides the product provides PendantWallMount Orderoneof:.,text_extraction_agent,raw_text,the product provides the product provides pendantwallmount orderoneof:.
The product provides the product provides l Indoororoutdoorsurfacemount.,text_extraction_agent,raw_text,the product provides the product provides l indoororoutdoorsurfacemount.
The product provides the product provides camera.,text_extraction_agent,raw_text,the product provides the product provides camera.
The product provides the product provides l H6A-MT-NPTA1.,text_extraction_agent,raw_text,the product provides the product provides l h6a-mt-npta1.
The product provides the product provides l WLMT-1021.,text_extraction_agent,raw_text,the product provides the product provides l wlmt-1021.
The product provides the product provides Optional:.,text_extraction_agent,raw_text,the product provides the product provides optional:.
The product provides the product provides l PLMT-1001(Polemountadapter).,text_extraction_agent,raw_text,the product provides the product provides l plmt-1001(polemountadapter).
The product provides the product provides l CRNMT-1001(Cornermountadapter).,text_extraction_agent,raw_text,the product provides the product provides l crnmt-1001(cornermountadapter).
The product provides the product provides PendantNPTMount Orderoneof:.,text_extraction_agent,raw_text,the product provides the product provides pendantnptmount orderoneof:.
The product provides the product provides SurfaceMount Orderoneof:.,text_extraction_agent,raw_text,the product provides the product provides surfacemount orderoneof:.
The product provides the product provides l DMSLD-1001(weathershield).,text_extraction_agent,raw_text,the product provides the product provides l dmsld-1001(weathershield).
The product provides the product provides In-CeilingMount Orderoneof:.,text_extraction_agent,raw_text,the product provides the product provides in-ceilingmount orderoneof:.
The product provides the product provides l Indoororoutdoorin-ceilingmount.,text_extraction_agent,raw_text,the product provides the product provides l indoororoutdoorin-ceilingmount.
The product provides the product provides l CLADP-1001.,text_extraction_agent,raw_text,the product provides the product provides l cladp-1001.
The product provides the product provides l CLPNL-1011(metalceilingpanel).,text_extraction_agent,raw_text,the product provides the product provides l clpnl-1011(metalceilingpanel).
The product provides the product provides Dome Camera.,text_extraction_agent,raw_text,the product provides the product provides dome camera.
The product provides the product provides MODEL MP WDR LIGHTCATCHER LENS IR ANALYTICS HDSM MICROPHONE.,text_extraction_agent,raw_text,the product provides the product provides model mp wdr lightcatcher lens ir analytics hdsm microphone.
The product provides the product provides TECHNOLOGY SMARTCODEC.,text_extraction_agent,raw_text,the product provides the product provides technology smartcodec.
The product provides the product provides 4.4-9.3.,text_extraction_agent,raw_text,the product provides the product provides 4.4-9.3.
The product provides the product provides 4.0C-H6XP-DO1-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text,the product provides the product provides 4.0c-h6xp-do1-ir-na 4.0 ✓ ✓ ✓ ✓ ✓ ✓.
The product provides the product provides 10.9-29.,text_extraction_agent,raw_text,the product provides the product provides 10.9-29.
The product provides the product provides 4.0C-H6XP-DO2-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text,the product provides the product provides 4.0c-h6xp-do2-ir-na 4.0 ✓ ✓ ✓ ✓ ✓ ✓.
The product provides the product provides 8.0C-H6XP-DO1-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text,the product provides the product provides 8.0c-h6xp-do1-ir-na 8.0 ✓ ✓ ✓ ✓ ✓ ✓.
The product provides the product provides 8.0C-H6XP-DO2-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text,the product provides the product provides 8.0c-h6xp-do2-ir-na 8.0 ✓ ✓ ✓ ✓ ✓ ✓.
The product provides the product provides SM810-NA-AVO Z-Wavedoorcontactsensor.,text_extraction_agent,raw_text,the product provides the product provides sm810-na-avo z-wavedoorcontactsensor.
The product provides the product provides SP816-NA-AVO Z-Waveoutdoormotionsensor.,text_extraction_agent,raw_text,the product provides the product provides sp816-na-avo z-waveoutdoormotionsensor.
The product provides the product provides SP817-NA-AVO Z-Waveindoormotionsensor.,text_extraction_agent,raw_text,the product provides the product provides sp817-na-avo z-waveindoormotionsensor.
The product provides the product provides AC136-NA-AVO Z-Wavepanicbutton.,text_extraction_agent,raw_text,the product provides the product provides ac136-na-avo z-wavepanicbutton.
The product provides the product provides Dome Camera Accessories.,text_extraction_agent,raw_text,the product provides the product provides dome camera accessories.
The product provides the product provides H6A-MT-NPTA1 PendantNPTadapter.,text_extraction_agent,raw_text,the product provides the product provides h6a-mt-npta1 pendantnptadapter.
"The product provides the product provides WLMT-1021 Pendantwallarm,1.5""NPTfemale,20cm(7.8"")long.",text_extraction_agent,raw_text,"the product provides the product provides wlmt-1021 pendantwallarm,1.5""nptfemale,20cm(7.8"")long."
The product provides the product provides CLADP-1001 In-Ceilingadapter.,text_extraction_agent,raw_text,the product provides the product provides cladp-1001 in-ceilingadapter.
The product provides the product provides CLPNL-1011 Metalceilingpanelforsuspendedceilinginstallations.,text_extraction_agent,raw_text,the product provides the product provides clpnl-1011 metalceilingpanelforsuspendedceilinginstallations.
The product provides the product provides DMSLD-1001 Weathershieldfordomecameras.,text_extraction_agent,raw_text,the product provides the product provides dmsld-1001 weathershieldfordomecameras.
The product provides the product provides DMBBL-1001 Replacementcleardomebubble.,text_extraction_agent,raw_text,the product provides the product provides dmbbl-1001 replacementcleardomebubble.
The product provides the product provides DMBBL-1011 ReplacementIRdomebubble.,text_extraction_agent,raw_text,the product provides the product provides dmbbl-1011 replacementirdomebubble.
"The product provides the product provides DMSBL-1001 Optionalsmokeddomebubble,notcompatiblewiththeIRcameras.",text_extraction_agent,raw_text,"the product provides the product provides dmsbl-1001 optionalsmokeddomebubble,notcompatiblewiththeircameras."
"The product provides the product provides GROM-1001 Camerasealinggrommet,packof10.",text_extraction_agent,raw_text,"the product provides the product provides grom-1001 camerasealinggrommet,packof10."
"The product provides the product provides GROM-1011 Pipesealinggrommet,packof10.",text_extraction_agent,raw_text,"the product provides the product provides grom-1011 pipesealinggrommet,packof10."
The product provides the product provides PLMT-1001 Polemountadapter.,text_extraction_agent,raw_text,the product provides the product provides plmt-1001 polemountadapter.
The product provides the product provides CRNMT-1001 Cornermountadapter.,text_extraction_agent,raw_text,the product provides the product provides crnmt-1001 cornermountadapter.
The product provides the product provides CAM-FIPS CameralicensetoenableFIPScryptographicmodule.,text_extraction_agent,raw_text,the product provides the product provides cam-fips cameralicensetoenablefipscryptographicmodule.
The product provides the product provides Support.,text_extraction_agent,raw_text,the product provides the product provides support.
"The product provides the product provides Forproductsupport,visit:avigilon.comorsales@avigilon.com.",text_extraction_agent,raw_text,"the product provides the product provides forproductsupport,visit:avigilon.comorsales@avigilon.com."
"The product provides the product provides To learn more, visit: avigilon.com.",text_extraction_agent,raw_text,"the product provides the product provides to learn more, visit: avigilon.com."
"The product provides the product provides MotorolaSolutions,Inc.500WestMonroeStreet,Chicago,IL60661U.S.A.motorolasolutions.com.",text_extraction_agent,raw_text,"the product provides the product provides motorolasolutions,inc.500westmonroestreet,chicago,il60661u.s.a.motorolasolutions.com."
"The product provides the product provides ©2025,AvigilonCorporation.Allrightsreserved.MOTOROLA,MOTO,MOTOROLASOLUTIONSandtheStylizedMLogoaretrademarksorregisteredtrademarksof.",text_extraction_agent,raw_text,"the product provides the product provides ©2025,avigiloncorporation.allrightsreserved.motorola,moto,motorolasolutionsandthestylizedmlogoaretrademarksorregisteredtrademarksof."
"The product provides the product provides MotorolaTrademarkHoldings,LLCandareusedunderlicense.Allothertrademarksarethepropertyoftheirrespectiveowners.",text_extraction_agent,raw_text,"the product provides the product provides motorolatrademarkholdings,llcandareusedunderlicense.allothertrademarksarethepropertyoftheirrespectiveowners."
The product provides the product provides 20250908-enRev2.,text_extraction_agent,raw_text,the product provides the product provides 20250908-enrev2.
