source_document,page,feature
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,"compression, lighting conditions, and camera focus. Use"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,margins when planning. The pixel density varies across
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,"the image, and the calculated values can differ from the"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,6,distancesintherealworld.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,www.axis.com T10184436/EN/M22.2/202511
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,Highlightedcapabilities
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"Axis EdgeVault color may be the critical factor to identify a person, an"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"object,oravehicle."
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,Axis Edge Vault is the hardware-based cybersecurity
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,platform that safeguards the Axis device. It forms the
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"Formoreinformation,seeaxis.com/glossary"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,foundation that all secure operations depend on and
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"offer features to protect the device’s identity, safeguard"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,its integrity and protect sensitive information from
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"unauthorized access. For instance, secure boot ensures"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"that a device can boot only with signed OS, which"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,prevents physical supply chain tampering. With signed
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"OS, the device is also able to validate new device"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,software before accepting to install it. And the secure
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,keystore is the critical building-block for protecting
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,cryptographic information used for secure
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"communication (IEEE 802.1X, HTTPS, Axis device ID,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,access control keys etc.) against malicious extraction in
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,the event of a security breach. The secure keystore and
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,secure connections are provided through a Common
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,Criteria or FIPS 140 certified hardware-based
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,cryptographiccomputingmodule.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"Furthermore, signed video ensures that video evidence"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,can be verified as untampered. Each camera uses its
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"unique video signing key, which is securely stored in the"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"secure keystore, to add a signature into the video stream"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,allowingvideotobetracedbacktotheAxiscamerafrom
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,whereitoriginated.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"To read more about Axis Edge Vault, go to axis.com/"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,solutions/edge-vault.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,Zipstream
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,The Axis Zipstream technology preserves all the
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,important forensic in the video stream while lowering
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,bandwidth and storage requirements by an average of
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,50%. Zipstream also includes three intelligent
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"algorithms, which ensure that relevant forensic"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"information is identified, recorded, and sent in full"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,resolutionandframerate.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,ForensicWDR
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,Axis cameras with wide dynamic range (WDR)
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,technology make the difference between seeing
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,important forensic details clearly and seeing nothing but
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,a blur in challenging light conditions. The difference
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,between the darkest and the brightest spots can spell
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,trouble for image usability and clarity. Forensic WDR
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,effectively reduces visible noise and artifacts to deliver
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,videotunedformaximalforensicusability.
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,Lightfinder
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"The Axis Lightfinder technology delivers high-resolution,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,full-color video with a minimum of motion blur even in
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"near darkness. Because it strips away noise, Lightfinder"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,makes dark areas in a scene visible and captures details
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,in very low light. Cameras with Lightfinder discern color
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"in low light better than the human eye. In surveillance,"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,"©2022–2025AxisCommunicationsAB.AXISCOMMUNICATIONS,AXIS,ARTPECandVAPIXareregisteredtrademarksof"
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,AxisABinvariousjurisdictions.Allothertrademarksarethepropertyoftheirrespectiveowners.Wereservetherightto
datasheet-axis-m3905-r-dome-camera-en-US-506723.pdf,10,introducemodificationswithoutnotice.
