capability_label,feature,source_strategy,source_kind,normalized_feature,feature_key
"The product provides the product provides IrisControl Automatic,Open,Closed,P-iris.","The product provides the product provides IrisControl Automatic,Open,Closed,P-iris.",text_extraction_agent,raw_text,"the product provides the product provides iriscontrol automatic,open,closed,p-iris.",iriscontrol_automaticopenclosedpiris
"The product provides the product provides Day/NightControl Automatic,Manual,External.","The product provides the product provides Day/NightControl Automatic,Manual,External.",text_extraction_agent,raw_text,"the product provides the product provides day/nightcontrol automatic,manual,external.",daynightcontrol_automaticmanualexternal
"The product provides the product provides FlickerControl 60Hz,50Hz.","The product provides the product provides FlickerControl 60Hz,50Hz.",text_extraction_agent,raw_text,"the product provides the product provides flickercontrol 60hz,50hz.",flickercontrol_60hz50hz
"The product provides the product provides WhiteBalance Automatic,Manual.","The product provides the product provides WhiteBalance Automatic,Manual.",text_extraction_agent,raw_text,"the product provides the product provides whitebalance automatic,manual.",whitebalance_automaticmanual
The product provides the product provides BacklightCompensation Adjustable.,The product provides the product provides BacklightCompensation Adjustable.,text_extraction_agent,raw_text,the product provides the product provides backlightcompensation adjustable.,backlightcompensation_adjustable
"The product provides the product provides ImageRotation 0°,90°,180°,270°includingCorridorMode.","The product provides the product provides ImageRotation 0°,90°,180°,270°includingCorridorMode.",text_extraction_agent,raw_text,"the product provides the product provides imagerotation 0°,90°,180°,270°includingcorridormode.",imagerotation_090180270includingcorridormode
The product provides the product provides PrivacyZones Upto64zones.,The product provides the product provides PrivacyZones Upto64zones.,text_extraction_agent,raw_text,the product provides the product provides privacyzones upto64zones.,privacyzones_upto64zones
The product provides the product provides ElectronicImageStabilization Yes.,The product provides the product provides ElectronicImageStabilization Yes.,text_extraction_agent,raw_text,the product provides the product provides electronicimagestabilization yes.,electronicimagestabilization_yes
The product provides the product provides NETWORK.,The product provides the product provides NETWORK.,text_extraction_agent,raw_text,the product provides the product provides network.,network
"The product provides the product provides Network 100BASE-TXforH6A,1000BASE-TforH6X.","The product provides the product provides Network 100BASE-TXforH6A,1000BASE-TforH6X.",text_extraction_agent,raw_text,"the product provides the product provides network 100base-txforh6a,1000base-tforh6x.",network_100basetxforh6a1000basetforh6x
The product provides the product provides Cabling CAT5e.,The product provides the product provides Cabling CAT5e.,text_extraction_agent,raw_text,the product provides the product provides cabling cat5e.,cabling_cat5e
The product provides the product provides Connector RJ-45.,The product provides the product provides Connector RJ-45.,text_extraction_agent,raw_text,the product provides the product provides connector rj-45.,connector_rj45
"The product provides the product provides ONVIF ONVIF®complianceProfileS,ProfileT,ProfileMandProfileG(www.onvif.org).","The product provides the product provides ONVIF ONVIF®complianceProfileS,ProfileT,ProfileMandProfileG(www.onvif.org).",text_extraction_agent,raw_text,"the product provides the product provides onvif onvif®complianceprofiles,profilet,profilemandprofileg(www.onvif.org).",onvif_onvifcomplianceprofilesprofiletprofilemandprofilegwwwonviforg
"The product provides the product provides Security Passwordprotection,HTTPSencryption,digestauthentication,WSauthentication,useraccesslog,802.1xportbased.","The product provides the product provides Security Passwordprotection,HTTPSencryption,digestauthentication,WSauthentication,useraccesslog,802.1xportbased.",text_extraction_agent,raw_text,"the product provides the product provides security passwordprotection,httpsencryption,digestauthentication,wsauthentication,useraccesslog,802.1xportbased.",security_passwordprotectionhttpsencryptiondigestauthenticationwsauthenticationuseraccesslog8021xportbased
"The product provides the product provides authentication,FIPS140-2L1(withoptionalcameralicense),onboardFIPS140-2L3certifiedTPM,SecureBoot,Signed.","The product provides the product provides authentication,FIPS140-2L1(withoptionalcameralicense),onboardFIPS140-2L3certifiedTPM,SecureBoot,Signed.",text_extraction_agent,raw_text,"the product provides the product provides authentication,fips140-2l1(withoptionalcameralicense),onboardfips140-2l3certifiedtpm,secureboot,signed.",authenticationfips1402l1withoptionalcameralicenseonboardfips1402l3certifiedtpmsecurebootsigned
The product provides the product provides andencryptedfirmware.,The product provides the product provides andencryptedfirmware.,text_extraction_agent,raw_text,the product provides the product provides andencryptedfirmware.,andencryptedfirmware
"The product provides the product provides Protocols IPv6,IPv4,HTTP,HTTPS,SOAP,DNS,NTP,RTSP,RTCP,RTP,TCP,UDP,IGMPv3,ICMP,DHCP,Zeroconf,HSTS,QoS,.","The product provides the product provides Protocols IPv6,IPv4,HTTP,HTTPS,SOAP,DNS,NTP,RTSP,RTCP,RTP,TCP,UDP,IGMPv3,ICMP,DHCP,Zeroconf,HSTS,QoS,.",text_extraction_agent,raw_text,"the product provides the product provides protocols ipv6,ipv4,http,https,soap,dns,ntp,rtsp,rtcp,rtp,tcp,udp,igmpv3,icmp,dhcp,zeroconf,hsts,qos,.",protocols_ipv6ipv4httphttpssoapdnsntprtsprtcprtptcpudpigmpv3icmpdhcpzeroconfhstsqos
The product provides the product provides DSCP.,The product provides the product provides DSCP.,text_extraction_agent,raw_text,the product provides the product provides dscp.,dscp
"The product provides the product provides StreamingProtocols RTP/UDP,RTP/UDPmulticast,RTP/RTSP/TCP,RTP/RTSP/HTTP/TCP,RTP/RTSP/HTTPS/TCP,HTTP,SRTP.","The product provides the product provides StreamingProtocols RTP/UDP,RTP/UDPmulticast,RTP/RTSP/TCP,RTP/RTSP/HTTP/TCP,RTP/RTSP/HTTPS/TCP,HTTP,SRTP.",text_extraction_agent,raw_text,"the product provides the product provides streamingprotocols rtp/udp,rtp/udpmulticast,rtp/rtsp/tcp,rtp/rtsp/http/tcp,rtp/rtsp/https/tcp,http,srtp.",streamingprotocols_rtpudprtpudpmulticastrtprtsptcprtprtsphttptcprtprtsphttpstcphttpsrtp
"The product provides the product provides DeviceManagement SNMPv2c,SNMPv3.","The product provides the product provides DeviceManagement SNMPv2c,SNMPv3.",text_extraction_agent,raw_text,"the product provides the product provides devicemanagement snmpv2c,snmpv3.",devicemanagement_snmpv2csnmpv3
The product provides the product provides Protocols.,The product provides the product provides Protocols.,text_extraction_agent,raw_text,the product provides the product provides protocols.,protocols
The product provides the product provides PERIPHERALS.,The product provides the product provides PERIPHERALS.,text_extraction_agent,raw_text,the product provides the product provides peripherals.,peripherals
The product provides the product provides USBPort USB2.0.,The product provides the product provides USBPort USB2.0.,text_extraction_agent,raw_text,the product provides the product provides usbport usb2.0.,usbport_usb20
The product provides the product provides OnboardStorage3 TwomicroSD/microSDHC/microSDXCslots–videospeedclasscardrequired.ClassV10orbetterrecommended.,The product provides the product provides OnboardStorage3 TwomicroSD/microSDHC/microSDXCslots–videospeedclasscardrequired.ClassV10orbetterrecommended.,text_extraction_agent,raw_text,the product provides the product provides onboardstorage3 twomicrosd/microsdhc/microsdxcslots–videospeedclasscardrequired.classv10orbetterrecommended.,onboardstorage3_twomicrosdmicrosdhcmicrosdxcslotsvideospeedclasscardrequiredclassv10orbetterrecommended
The product provides the product provides 3Testedmaximumcapacityis1.5TB.,The product provides the product provides 3Testedmaximumcapacityis1.5TB.,text_extraction_agent,raw_text,the product provides the product provides 3testedmaximumcapacityis1.5tb.,3testedmaximumcapacityis15tb
The product provides the product provides AUXILIARYI/O.,The product provides the product provides AUXILIARYI/O.,text_extraction_agent,raw_text,the product provides the product provides auxiliaryi/o.,auxiliaryio
"The product provides the product provides AudioCompressionMethod G.711PCM8kHz,Opus.","The product provides the product provides AudioCompressionMethod G.711PCM8kHz,Opus.",text_extraction_agent,raw_text,"the product provides the product provides audiocompressionmethod g.711pcm8khz,opus.",audiocompressionmethod_g711pcm8khzopus
The product provides the product provides AudioInput/Output Linelevelinputandoutput.,The product provides the product provides AudioInput/Output Linelevelinputandoutput.,text_extraction_agent,raw_text,the product provides the product provides audioinput/output linelevelinputandoutput.,audioinputoutput_linelevelinputandoutput
"The product provides the product provides ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.","The product provides the product provides ExternalI/OTerminals 1xRelayIn,1xRelayOut,1x12VDCoutat50mA.",text_extraction_agent,raw_text,"the product provides the product provides externali/oterminals 1xrelayin,1xrelayout,1x12vdcoutat50ma.",externalioterminals_1xrelayin1xrelayout1x12vdcoutat50ma
"The product provides the product provides Microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.","The product provides the product provides Microphone Built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.",text_extraction_agent,raw_text,"the product provides the product provides microphone built-inmicrophoneforaudioanalytics,forcertainvariants,withphysicaldisableswitch.",microphone_builtinmicrophoneforaudioanalyticsforcertainvariantswithphysicaldisableswitch
The product provides the product provides MECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,The product provides the product provides MECHANICAL SURFACEMOUNT IN-CEILINGMOUNT PENDANTMOUNT.,text_extraction_agent,raw_text,the product provides the product provides mechanical surfacemount in-ceilingmount pendantmount.,mechanical_surfacemount_inceilingmount_pendantmount
"The product provides the product provides Dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".","The product provides the product provides Dimensions(DxH) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".",text_extraction_agent,raw_text,"the product provides the product provides dimensions(dxh) 182mmx132mm;7.16""x5.19"" 219mmx198mm;8.62""x7.79"" 182mmx190mm;7.16""x7.48"".",dimensionsdxh_182mmx132mm716x519_219mmx198mm862x779_182mmx190mm716x748
"The product provides the product provides AccessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".","The product provides the product provides AccessoryOnlyDimensions N/A 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".",text_extraction_agent,raw_text,"the product provides the product provides accessoryonlydimensions n/a 219mmx115mm;8.62""x4.52"" 155mmx65mm;6.1""x2.55"".",accessoryonlydimensions_219mmx115mm862x452_155mmx65mm61x255
The product provides the product provides (DxH).,The product provides the product provides (DxH).,text_extraction_agent,raw_text,the product provides the product provides (dxh).,dxh
The product provides the product provides Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,The product provides the product provides Weight Indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,text_extraction_agent,raw_text,the product provides the product provides weight indoor 1.21kg;2.66lbs 1.83kg;4.03lbs 1.63kg;3.59lbs.,weight_indoor_121kg266lbs_183kg403lbs_163kg359lbs
The product provides the product provides Dome.,The product provides the product provides Dome.,text_extraction_agent,raw_text,the product provides the product provides dome.,dome
The product provides the product provides Outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,The product provides the product provides Outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,text_extraction_agent,raw_text,the product provides the product provides outdoor 1.59kg;3.5lbs 1.99kg;4.38lbs 2.01kg;4.43lbs.,outdoor_159kg35lbs_199kg438lbs_201kg443lbs
The product provides the product provides DomeBubble Polycarbonate Polycarbonate Polycarbonate.,The product provides the product provides DomeBubble Polycarbonate Polycarbonate Polycarbonate.,text_extraction_agent,raw_text,the product provides the product provides domebubble polycarbonate polycarbonate polycarbonate.,domebubble_polycarbonate
The product provides the product provides Body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum.,The product provides the product provides Body Polycarbonateandaluminum Polycarbonateandaluminum Polycarbonateandaluminum.,text_extraction_agent,raw_text,the product provides the product provides body polycarbonateandaluminum polycarbonateandaluminum polycarbonateandaluminum.,body_polycarbonateandaluminum
The product provides the product provides Housing Surfacemount Recessedmount Pendantmount.,The product provides the product provides Housing Surfacemount Recessedmount Pendantmount.,text_extraction_agent,raw_text,the product provides the product provides housing surfacemount recessedmount pendantmount.,housing_surfacemount_recessedmount_pendantmount
The product provides the product provides Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,The product provides the product provides Finish Indoor Plasticinjectionmoldgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey&plastic.,text_extraction_agent,raw_text,the product provides the product provides finish indoor plasticinjectionmoldgrey(pantone427c) plasticinjectionmoldgrey powdercoatgrey&plastic.,finish_indoor_plasticinjectionmoldgreypantone427c_plasticinjectionmoldgrey_powdercoatgreyplastic
The product provides the product provides Dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone.,The product provides the product provides Dome (Pantone427C)&Powdercoat injectionmoldgrey(Pantone.,text_extraction_agent,raw_text,the product provides the product provides dome (pantone427c)&powdercoat injectionmoldgrey(pantone.,dome_pantone427cpowdercoat_injectionmoldgreypantone
The product provides the product provides black 427C).,The product provides the product provides black 427C).,text_extraction_agent,raw_text,the product provides the product provides black 427c).,black_427c
The product provides the product provides Outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C).,The product provides the product provides Outdoor Powdercoatgrey(Pantone427C) Plasticinjectionmoldgrey Powdercoatgrey(Pantone427C).,text_extraction_agent,raw_text,the product provides the product provides outdoor powdercoatgrey(pantone427c) plasticinjectionmoldgrey powdercoatgrey(pantone427c).,outdoor_powdercoatgreypantone427c_plasticinjectionmoldgrey
The product provides the product provides Dome (Pantone427C)&Powdercoat.,The product provides the product provides Dome (Pantone427C)&Powdercoat.,text_extraction_agent,raw_text,the product provides the product provides dome (pantone427c)&powdercoat.,dome_pantone427cpowdercoat
The product provides the product provides black.,The product provides the product provides black.,text_extraction_agent,raw_text,the product provides the product provides black.,black
"The product provides the product provides AdjustmentRange Pan360°,Azimuth349°,Tilt92°.","The product provides the product provides AdjustmentRange Pan360°,Azimuth349°,Tilt92°.",text_extraction_agent,raw_text,"the product provides the product provides adjustmentrange pan360°,azimuth349°,tilt92°.",adjustmentrange_pan360azimuth349tilt92
The product provides the product provides ELECTRICAL.,The product provides the product provides ELECTRICAL.,text_extraction_agent,raw_text,the product provides the product provides electrical.,electrical
The product provides the product provides PowerConsumption 25W(18WwithnoIRorIRdisabled).,The product provides the product provides PowerConsumption 25W(18WwithnoIRorIRdisabled).,text_extraction_agent,raw_text,the product provides the product provides powerconsumption 25w(18wwithnoirorirdisabled).,powerconsumption_25w18wwithnoirorirdisabled
The product provides the product provides PowerSource PoE IEEE802.3afClass3.,The product provides the product provides PowerSource PoE IEEE802.3afClass3.,text_extraction_agent,raw_text,the product provides the product provides powersource poe ieee802.3afclass3.,powersource_poe_ieee8023afclass3
The product provides the product provides PoE+ IEEE802.3atClass4.,The product provides the product provides PoE+ IEEE802.3atClass4.,text_extraction_agent,raw_text,the product provides the product provides poe+ ieee802.3atclass4.,poe_ieee8023atclass4
The product provides the product provides IR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand.,The product provides the product provides IR Illumination PoE IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerand.,text_extraction_agent,raw_text,the product provides the product provides ir illumination poe irilluminatorwillturnoffifthetemperatureis65°c(149°f)orhigher.theilluminatorwilloperateat50%powerand.,illumination_poe_irilluminatorwillturnoffifthetemperatureis65c149forhighertheilluminatorwilloperateat50powerand
The product provides the product provides Behavior 25%powerifbelow-25°C(-13°F).,The product provides the product provides Behavior 25%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text,the product provides the product provides behavior 25%powerifbelow-25°c(-13°f).,behavior_25powerifbelow25c13f
The product provides the product provides PoE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe.,The product provides the product provides PoE+ IRilluminatorwillturnoffifthetemperatureis65°C(149°F)orhigher.Theilluminatorwilloperateat50%powerifthe.,text_extraction_agent,raw_text,the product provides the product provides poe+ irilluminatorwillturnoffifthetemperatureis65°c(149°f)orhigher.theilluminatorwilloperateat50%powerifthe.,poe_irilluminatorwillturnoffifthetemperatureis65c149forhighertheilluminatorwilloperateat50powerifthe
The product provides the product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,The product provides the product provides temperatureisbetween55°C(131°F)and65°C(149°F)and50%powerifbelow-25°C(-13°F).,text_extraction_agent,raw_text,the product provides the product provides temperatureisbetween55°c(131°f)and65°c(149°f)and50%powerifbelow-25°c(-13°f).,temperatureisbetween55c131fand65c149fand50powerifbelow25c13f
The product provides the product provides ExternalPower 12-24VDC+/-10%.,The product provides the product provides ExternalPower 12-24VDC+/-10%.,text_extraction_agent,raw_text,the product provides the product provides externalpower 12-24vdc+/-10%.,externalpower_1224vdc10
The product provides the product provides RTCBackupBattery 3Vmanganeselithium.,The product provides the product provides RTCBackupBattery 3Vmanganeselithium.,text_extraction_agent,raw_text,the product provides the product provides rtcbackupbattery 3vmanganeselithium.,rtcbackupbattery_3vmanganeselithium
"The product provides the product provides Memory 4GBRAM,4GBFlash.","The product provides the product provides Memory 4GBRAM,4GBFlash.",text_extraction_agent,raw_text,"the product provides the product provides memory 4gbram,4gbflash.",memory_4gbram4gbflash
The product provides the product provides RedundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly).,The product provides the product provides RedundantPower SeamlessfailoverbetweenPoEandAuxandbackwithoutinterruptincameraoperation(forH6Xonly).,text_extraction_agent,raw_text,the product provides the product provides redundantpower seamlessfailoverbetweenpoeandauxandbackwithoutinterruptincameraoperation(forh6xonly).,redundantpower_seamlessfailoverbetweenpoeandauxandbackwithoutinterruptincameraoperationforh6xonly
The product provides the product provides ENVIRONMENTAL INDOORDOME OUTDOORDOME.,The product provides the product provides ENVIRONMENTAL INDOORDOME OUTDOORDOME.,text_extraction_agent,raw_text,the product provides the product provides environmental indoordome outdoordome.,environmental_indoordome_outdoordome
The product provides the product provides Operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,The product provides the product provides Operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text,the product provides the product provides operating poe -10°cto+55°c(-14°fto -30°cto+65°c(-22°fto149°f)withieee802.3afclass3(13wpoe).,operating_poe_10cto55c14fto_30cto65c22fto149fwithieee8023afclass313wpoe
The product provides the product provides Temperature 131°F).,The product provides the product provides Temperature 131°F).,text_extraction_agent,raw_text,the product provides the product provides temperature 131°f).,temperature_131f
The product provides the product provides With -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,The product provides the product provides With -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text,the product provides the product provides with -10°cto+55°c(-14°fto -50°cto+65°c(-58°fto149°f)withexternalpowerorieee802.3atclass4(25.5w.,10cto55c14fto_50cto65c58fto149fwithexternalpowerorieee8023atclass4255w
The product provides the product provides External 131°F) PoE+).,The product provides the product provides External 131°F) PoE+).,text_extraction_agent,raw_text,the product provides the product provides external 131°f) poe+).,external_131f_poe
The product provides the product provides Poweror.,The product provides the product provides Poweror.,text_extraction_agent,raw_text,the product provides the product provides poweror.,poweror
The product provides the product provides Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,The product provides the product provides Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text,the product provides the product provides startup poe -10°cto+55°c(-14°fto -30°cto+65°c(-22°fto149°f)withieee802.3afclass3(13wpoe).,startup_poe_10cto55c14fto_30cto65c22fto149fwithieee8023afclass313wpoe
The product provides the product provides With -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,The product provides the product provides With -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text,the product provides the product provides with -10°cto+55°c(-14°fto -40°cto+65°c(-40°fto149°f)withexternalpowerorieee802.3atclass4(25.5w.,10cto55c14fto_40cto65c40fto149fwithexternalpowerorieee8023atclass4255w
The product provides the product provides AbsoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7.,The product provides the product provides AbsoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7.,text_extraction_agent,raw_text,the product provides the product provides absolutemaximum 74°c(165°f)pernemats2(temp.)para2.2.7.2-2.2.7.7.,absolutemaximum_74c165fpernemats2temppara22722277
The product provides the product provides Temperature.,The product provides the product provides Temperature.,text_extraction_agent,raw_text,the product provides the product provides temperature.,temperature
The product provides the product provides StorageTemperature -10°Cto+70°C(14°Fto158°F).,The product provides the product provides StorageTemperature -10°Cto+70°C(14°Fto158°F).,text_extraction_agent,raw_text,the product provides the product provides storagetemperature -10°cto+70°c(14°fto158°f).,storagetemperature_10cto70c14fto158f
The product provides the product provides Humidity 0-95%non-condensing.,The product provides the product provides Humidity 0-95%non-condensing.,text_extraction_agent,raw_text,the product provides the product provides humidity 0-95%non-condensing.,humidity_095noncondensing
The product provides the product provides CERTIFICATIONS.,The product provides the product provides CERTIFICATIONS.,text_extraction_agent,raw_text,the product provides the product provides certifications.,certifications
"The product provides the product provides Certifications/Approvals UL,cUL,FCC,IC,Z-Wave.","The product provides the product provides Certifications/Approvals UL,cUL,FCC,IC,Z-Wave.",text_extraction_agent,raw_text,"the product provides the product provides certifications/approvals ul,cul,fcc,ic,z-wave.",certificationsapprovals_ulculfcciczwave
"The product provides the product provides SafetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4.","The product provides the product provides SafetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4.",text_extraction_agent,raw_text,"the product provides the product provides safetystandards ul62368-1,csa62368-1,iec/en62368-1,iec62471,ul2043plenum4.",safetystandards_ul623681csa623681iecen623681iec62471ul2043plenum4
"The product provides the product provides Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.","The product provides the product provides Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.",text_extraction_agent,raw_text,"the product provides the product provides environmental iec60529ip66,ip67,ip68(1.8mdepthfor2hours),nema4x,iec60068-2shock&vibration,nemats2sec2.2.7-.",environmental_iec60529ip66ip67ip6818mdepthfor2hoursnema4xiec600682shockvibrationnemats2sec227
"The product provides the product provides Standards/Ratings 2.2.9,IK11.","The product provides the product provides Standards/Ratings 2.2.9,IK11.",text_extraction_agent,raw_text,"the product provides the product provides standards/ratings 2.2.9,ik11.",standardsratings_229ik11
"The product provides the product provides ElectromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB.","The product provides the product provides ElectromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB.",text_extraction_agent,raw_text,"the product provides the product provides electromagneticemissions fccpart15subpartbclassb,ices-003classb.",electromagneticemissions_fccpart15subpartbclassbices003classb
The product provides the product provides Standards.,The product provides the product provides Standards.,text_extraction_agent,raw_text,the product provides the product provides standards.,standards
The product provides the product provides ElectromagneticImmunity N/A.,The product provides the product provides ElectromagneticImmunity N/A.,text_extraction_agent,raw_text,the product provides the product provides electromagneticimmunity n/a.,electromagneticimmunity
"The product provides the product provides Radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102.","The product provides the product provides Radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102.",text_extraction_agent,raw_text,"the product provides the product provides radio fccpart15subpartc,fcckdb447498,rss-210,rss-102.",radio_fccpart15subpartcfcckdb447498rss210rss102
The product provides the product provides Warranty Limited5YearWarranty(avigilon.com/warranty).,The product provides the product provides Warranty Limited5YearWarranty(avigilon.com/warranty).,text_extraction_agent,raw_text,the product provides the product provides warranty limited5yearwarranty(avigilon.com/warranty).,warranty_limited5yearwarrantyavigiloncomwarranty
The product provides the product provides 4Onlyappliestothein-ceilingcameramodels.,The product provides the product provides 4Onlyappliestothein-ceilingcameramodels.,text_extraction_agent,raw_text,the product provides the product provides 4onlyappliestothein-ceilingcameramodels.,4onlyappliestotheinceilingcameramodels
The product provides the product provides Analytics Specifications.,The product provides the product provides Analytics Specifications.,text_extraction_agent,raw_text,the product provides the product provides analytics specifications.,analytics_specifications
The product provides the product provides SUPPORTEDANALYTICSEVENTS1.,The product provides the product provides SUPPORTEDANALYTICSEVENTS1.,text_extraction_agent,raw_text,the product provides the product provides supportedanalyticsevents1.,supportedanalyticsevents1
The product provides the product provides ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,The product provides the product provides ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,text_extraction_agent,raw_text,the product provides the product provides objectsinarea theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.thiseventcanbeusedtocount.,objectsinarea_theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestthiseventcanbeusedtocount
The product provides the product provides objects.,The product provides the product provides objects.,text_extraction_agent,raw_text,the product provides the product provides objects.,objects
The product provides the product provides ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,The product provides the product provides ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,text_extraction_agent,raw_text,the product provides the product provides objectloitering theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,objectloitering_theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended
The product provides the product provides amountoftime.,The product provides the product provides amountoftime.,text_extraction_agent,raw_text,the product provides the product provides amountoftime.,amountoftime
The product provides the product provides ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,The product provides the product provides ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,text_extraction_agent,raw_text,the product provides the product provides objectscrossingbeam theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,objectscrossingbeam_theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover
The product provides the product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,The product provides the product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,text_extraction_agent,raw_text,the product provides the product provides thecamera’sfieldofview.thebeamcanbeunidirectionalorbidirectional.,thecamerasfieldofviewthebeamcanbeunidirectionalorbidirectional
The product provides the product provides ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,The product provides the product provides ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,text_extraction_agent,raw_text,the product provides the product provides objectappearsorenters theeventistriggeredbyeachobjectthatenterstheregionofinterest.,objectappearsorenters_theeventistriggeredbyeachobjectthatenterstheregionofinterest
The product provides the product provides Area.,The product provides the product provides Area.,text_extraction_agent,raw_text,the product provides the product provides area.,area
The product provides the product provides ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,The product provides the product provides ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,text_extraction_agent,raw_text,the product provides the product provides objectnotpresentinarea theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,objectnotpresentinarea_theeventistriggeredwhennoobjectsarepresentintheregionofinterest
