capability_label,feature,source_strategy,source_kind,normalized_feature,feature_key
The product provides aCC-MNT-LBRAC-1 L-Bracket Mount $129.,The product provides aCC-MNT-LBRAC-1 L-Bracket Mount $129.,text_extraction_agent,raw_text,the product provides acc-mnt-lbrac-1 l-bracket mount $129.,accmntlbrac1_lbracket_mount_129
The product provides aCC-MNT-PEND-1 Pendant Cap Mount $69.,The product provides aCC-MNT-PEND-1 Pendant Cap Mount $69.,text_extraction_agent,raw_text,the product provides acc-mnt-pend-1 pendant cap mount $69.,accmntpend1_pendant_cap_mount
The product provides aCC-MNT-POLE-1 Pole Mount $209.,The product provides aCC-MNT-POLE-1 Pole Mount $209.,text_extraction_agent,raw_text,the product provides acc-mnt-pole-1 pole mount $209.,accmntpole1_pole_mount_209
The product provides aCC-MNT-REC-2 Recess Ceiling Mount $149.,The product provides aCC-MNT-REC-2 Recess Ceiling Mount $149.,text_extraction_agent,raw_text,the product provides acc-mnt-rec-2 recess ceiling mount $149.,accmntrec2_recess_ceiling_mount_149
"The product provides iNJ-POE-PLUS PoE Plus (802.3at Type 2) Injector, GigE $129.","The product provides iNJ-POE-PLUS PoE Plus (802.3at Type 2) Injector, GigE $129.",text_extraction_agent,raw_text,"the product provides inj-poe-plus poe plus (802.3at type 2) injector, gige $129.",injpoeplus_poe_plus_8023at_type_injector
The product provides viewing Station pricing.,The product provides viewing Station pricing.,text_extraction_agent,raw_text,the product provides viewing station pricing.,viewing_station_pricing
The product provides vX52-HW VX52 Viewing Station $499.,The product provides vX52-HW VX52 Viewing Station $499.,text_extraction_agent,raw_text,the product provides vx52-hw vx52 viewing station $499.,vx52hw_vx52_viewing_station_499
The product provides viewing Station License pricing (New/Capacity Increase).,The product provides viewing Station License pricing (New/Capacity Increase).,text_extraction_agent,raw_text,the product provides viewing station license pricing (new/capacity increase).,viewing_station_license_pricing_newcapacity_increase
"The product provides lIC-VX-1Y-CAP 1-Year Viewing Station License, Capacity Increase $499.","The product provides lIC-VX-1Y-CAP 1-Year Viewing Station License, Capacity Increase $499.",text_extraction_agent,raw_text,"the product provides lic-vx-1y-cap 1-year viewing station license, capacity increase $499.",licvx1ycap_1year_viewing_station_license_capacity
"The product provides lIC-VX-3Y-CAP 3-Year Viewing Station License, Capacity Increase $1,299.","The product provides lIC-VX-3Y-CAP 3-Year Viewing Station License, Capacity Increase $1,299.",text_extraction_agent,raw_text,"the product provides lic-vx-3y-cap 3-year viewing station license, capacity increase $1,299.",licvx3ycap_3year_viewing_station_license_capacity
"The product provides lIC-VX-5Y-CAP 5-Year Viewing Station License, Capacity Increase $1,999.","The product provides lIC-VX-5Y-CAP 5-Year Viewing Station License, Capacity Increase $1,999.",text_extraction_agent,raw_text,"the product provides lic-vx-5y-cap 5-year viewing station license, capacity increase $1,999.",licvx5ycap_5year_viewing_station_license_capacity
"The product provides lIC-VX-10Y-CAP 10-Year Viewing Station License, Capacity Increase $3,999.","The product provides lIC-VX-10Y-CAP 10-Year Viewing Station License, Capacity Increase $3,999.",text_extraction_agent,raw_text,"the product provides lic-vx-10y-cap 10-year viewing station license, capacity increase $3,999.",licvx10ycap_10year_viewing_station_license_capacity
The product provides viewing Station License pricing (Renewal).,The product provides viewing Station License pricing (Renewal).,text_extraction_agent,raw_text,the product provides viewing station license pricing (renewal).,viewing_station_license_pricing_renewal
"The product provides lIC-VX-1Y-RNW 1-Year Viewing Station License, Renewal $499.","The product provides lIC-VX-1Y-RNW 1-Year Viewing Station License, Renewal $499.",text_extraction_agent,raw_text,"the product provides lic-vx-1y-rnw 1-year viewing station license, renewal $499.",licvx1yrnw_1year_viewing_station_license_renewal
"The product provides lIC-VX-3Y-RNW 3-Year Viewing Station License, Renewal $1,299.","The product provides lIC-VX-3Y-RNW 3-Year Viewing Station License, Renewal $1,299.",text_extraction_agent,raw_text,"the product provides lic-vx-3y-rnw 3-year viewing station license, renewal $1,299.",licvx3yrnw_3year_viewing_station_license_renewal
"The product provides lIC-VX-5Y-RNW 5-Year Viewing Station License, Renewal $1,999.","The product provides lIC-VX-5Y-RNW 5-Year Viewing Station License, Renewal $1,999.",text_extraction_agent,raw_text,"the product provides lic-vx-5y-rnw 5-year viewing station license, renewal $1,999.",licvx5yrnw_5year_viewing_station_license_renewal
"The product provides lIC-VX-10Y-RNW 10-Year Viewing Station License, Renewal $3,999.","The product provides lIC-VX-10Y-RNW 10-Year Viewing Station License, Renewal $3,999.",text_extraction_agent,raw_text,"the product provides lic-vx-10y-rnw 10-year viewing station license, renewal $3,999.",licvx10yrnw_10year_viewing_station_license_renewal
