capability_label,feature,source_strategy,source_kind
The product provides the product provides Operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,The product provides the product provides Operating PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text
The product provides the product provides Temperature 131°F).,The product provides the product provides Temperature 131°F).,text_extraction_agent,raw_text
The product provides the product provides With -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,The product provides the product provides With -10°Cto+55°C(-14°Fto -50°Cto+65°C(-58°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text
The product provides the product provides External 131°F) PoE+).,The product provides the product provides External 131°F) PoE+).,text_extraction_agent,raw_text
The product provides the product provides Poweror.,The product provides the product provides Poweror.,text_extraction_agent,raw_text
The product provides the product provides Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,The product provides the product provides Startup PoE -10°Cto+55°C(-14°Fto -30°Cto+65°C(-22°Fto149°F)withIEEE802.3afClass3(13WPoE).,text_extraction_agent,raw_text
The product provides the product provides With -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,The product provides the product provides With -10°Cto+55°C(-14°Fto -40°Cto+65°C(-40°Fto149°F)withexternalpowerorIEEE802.3atClass4(25.5W.,text_extraction_agent,raw_text
The product provides the product provides AbsoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7.,The product provides the product provides AbsoluteMaximum 74°C(165°F)perNEMATS2(Temp.)para2.2.7.2-2.2.7.7.,text_extraction_agent,raw_text
The product provides the product provides Temperature.,The product provides the product provides Temperature.,text_extraction_agent,raw_text
The product provides the product provides StorageTemperature -10°Cto+70°C(14°Fto158°F).,The product provides the product provides StorageTemperature -10°Cto+70°C(14°Fto158°F).,text_extraction_agent,raw_text
The product provides the product provides Humidity 0-95%non-condensing.,The product provides the product provides Humidity 0-95%non-condensing.,text_extraction_agent,raw_text
The product provides the product provides CERTIFICATIONS.,The product provides the product provides CERTIFICATIONS.,text_extraction_agent,raw_text
"The product provides the product provides Certifications/Approvals UL,cUL,FCC,IC,Z-Wave.","The product provides the product provides Certifications/Approvals UL,cUL,FCC,IC,Z-Wave.",text_extraction_agent,raw_text
"The product provides the product provides SafetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4.","The product provides the product provides SafetyStandards UL62368-1,CSA62368-1,IEC/EN62368-1,IEC62471,UL2043Plenum4.",text_extraction_agent,raw_text
"The product provides the product provides Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.","The product provides the product provides Environmental IEC60529IP66,IP67,IP68(1.8mdepthfor2hours),NEMA4X,IEC60068-2Shock&Vibration,NEMATS2Sec2.2.7-.",text_extraction_agent,raw_text
"The product provides the product provides Standards/Ratings 2.2.9,IK11.","The product provides the product provides Standards/Ratings 2.2.9,IK11.",text_extraction_agent,raw_text
"The product provides the product provides ElectromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB.","The product provides the product provides ElectromagneticEmissions FCCPart15SubpartBClassB,ICES-003ClassB.",text_extraction_agent,raw_text
The product provides the product provides Standards.,The product provides the product provides Standards.,text_extraction_agent,raw_text
The product provides the product provides ElectromagneticImmunity N/A.,The product provides the product provides ElectromagneticImmunity N/A.,text_extraction_agent,raw_text
"The product provides the product provides Radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102.","The product provides the product provides Radio FCCPart15SubpartC,FCCKDB447498,RSS-210,RSS-102.",text_extraction_agent,raw_text
The product provides the product provides Warranty Limited5YearWarranty(avigilon.com/warranty).,The product provides the product provides Warranty Limited5YearWarranty(avigilon.com/warranty).,text_extraction_agent,raw_text
The product provides the product provides 4Onlyappliestothein-ceilingcameramodels.,The product provides the product provides 4Onlyappliestothein-ceilingcameramodels.,text_extraction_agent,raw_text
The product provides the product provides Analytics Specifications.,The product provides the product provides Analytics Specifications.,text_extraction_agent,raw_text
The product provides the product provides SUPPORTEDANALYTICSEVENTS1.,The product provides the product provides SUPPORTEDANALYTICSEVENTS1.,text_extraction_agent,raw_text
The product provides the product provides ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,The product provides the product provides ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,text_extraction_agent,raw_text
The product provides the product provides objects.,The product provides the product provides objects.,text_extraction_agent,raw_text
The product provides the product provides ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,The product provides the product provides ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,text_extraction_agent,raw_text
The product provides the product provides amountoftime.,The product provides the product provides amountoftime.,text_extraction_agent,raw_text
The product provides the product provides ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,The product provides the product provides ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,text_extraction_agent,raw_text
The product provides the product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,The product provides the product provides thecamera’sfieldofview.Thebeamcanbeunidirectionalorbidirectional.,text_extraction_agent,raw_text
The product provides the product provides ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,The product provides the product provides ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,text_extraction_agent,raw_text
The product provides the product provides Area.,The product provides the product provides Area.,text_extraction_agent,raw_text
The product provides the product provides ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,The product provides the product provides ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,text_extraction_agent,raw_text
The product provides the product provides ObjectsEnterArea Theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.,The product provides the product provides ObjectsEnterArea Theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.,text_extraction_agent,raw_text
The product provides the product provides ObjectsLeaveArea Theeventistriggeredwhenthespecifiednumberofobjectshavelefttheregionofinterest.,The product provides the product provides ObjectsLeaveArea Theeventistriggeredwhenthespecifiednumberofobjectshavelefttheregionofinterest.,text_extraction_agent,raw_text
The product provides the product provides ObjectStopsinArea Theeventistriggeredwhenanobjectmovesintoaregionofinterestandthenstopsmovingforthespecifiedthreshold.,The product provides the product provides ObjectStopsinArea Theeventistriggeredwhenanobjectmovesintoaregionofinterestandthenstopsmovingforthespecifiedthreshold.,text_extraction_agent,raw_text
The product provides the product provides time.,The product provides the product provides time.,text_extraction_agent,raw_text
The product provides the product provides DirectionViolated Theeventistriggeredwhenanobjectmovesintheprohibiteddirectionoftravel.,The product provides the product provides DirectionViolated Theeventistriggeredwhenanobjectmovesintheprohibiteddirectionoftravel.,text_extraction_agent,raw_text
"The product provides the product provides SmartMotionRule Eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters.","The product provides the product provides SmartMotionRule Eventsaresentforperson(includingcrawling)andvehiclepresent,againstdefaultunchangeableparameters.",text_extraction_agent,raw_text
The product provides the product provides TamperDetection Theeventistriggeredwhenthesceneunexpectedlychanges.,The product provides the product provides TamperDetection Theeventistriggeredwhenthesceneunexpectedlychanges.,text_extraction_agent,raw_text
The product provides the product provides CrowdSize Thiseventistriggeredwhenthenumberofpeopleisexceededoveraconfigurableduration.,The product provides the product provides CrowdSize Thiseventistriggeredwhenthenumberofpeopleisexceededoveraconfigurableduration.,text_extraction_agent,raw_text
The product provides the product provides UnusualCrowdGrowth Thiseventistriggeredwhenacrowdsizegrowsunexpectedly.,The product provides the product provides UnusualCrowdGrowth Thiseventistriggeredwhenacrowdsizegrowsunexpectedly.,text_extraction_agent,raw_text
The product provides the product provides UnusualCrowdSize Thiseventistriggeredwhenanunusualcrowdsizeisdetected.,The product provides the product provides UnusualCrowdSize Thiseventistriggeredwhenanunusualcrowdsizeisdetected.,text_extraction_agent,raw_text
"The product provides the product provides 1Analyticscapabilities,includingdetectionrange,mayvarybycameraline.PleaseconsulttheAvigilonSelf-LearningVideoAnalyticsDesignGuidefor.","The product provides the product provides 1Analyticscapabilities,includingdetectionrange,mayvarybycameraline.PleaseconsulttheAvigilonSelf-LearningVideoAnalyticsDesignGuidefor.",text_extraction_agent,raw_text
The product provides the product provides details.,The product provides the product provides details.,text_extraction_agent,raw_text
The product provides the product provides SUPPORTEDCLASSIFIEDOBJECTTYPES.,The product provides the product provides SUPPORTEDCLASSIFIEDOBJECTTYPES.,text_extraction_agent,raw_text
"The product provides the product provides ObjectTypesinOutdoor Vehicle,sub-types:Car,PickupTruck,LargeTruck,Van,Bicycle,Motorcycle,Bus.","The product provides the product provides ObjectTypesinOutdoor Vehicle,sub-types:Car,PickupTruck,LargeTruck,Van,Bicycle,Motorcycle,Bus.",text_extraction_agent,raw_text
The product provides the product provides Mode Person.,The product provides the product provides Mode Person.,text_extraction_agent,raw_text
The product provides the product provides ObjectTypesinIndoor Person.,The product provides the product provides ObjectTypesinIndoor Person.,text_extraction_agent,raw_text
The product provides the product provides Mode.,The product provides the product provides Mode.,text_extraction_agent,raw_text
The product provides the product provides TEACHBYEXAMPLE.,The product provides the product provides TEACHBYEXAMPLE.,text_extraction_agent,raw_text
"The product provides the product provides TeachByExample Yes,whenusedwithAvigilonControlCenter™orAvigilonUnityVideo.","The product provides the product provides TeachByExample Yes,whenusedwithAvigilonControlCenter™orAvigilonUnityVideo.",text_extraction_agent,raw_text
The product provides the product provides SUPPORTEDAUDIOANALYTICSEVENTS.,The product provides the product provides SUPPORTEDAUDIOANALYTICSEVENTS.,text_extraction_agent,raw_text
The product provides the product provides Scream Upto15meters.,The product provides the product provides Scream Upto15meters.,text_extraction_agent,raw_text
The product provides the product provides GlassBreak Upto15meters.,The product provides the product provides GlassBreak Upto15meters.,text_extraction_agent,raw_text
The product provides the product provides CarAlarm Upto30meters.,The product provides the product provides CarAlarm Upto30meters.,text_extraction_agent,raw_text
The product provides the product provides SmokeAlarm Upto15meters.,The product provides the product provides SmokeAlarm Upto15meters.,text_extraction_agent,raw_text
The product provides the product provides DogBark Upto15meters.,The product provides the product provides DogBark Upto15meters.,text_extraction_agent,raw_text
The product provides the product provides TireScreech2 Upto15meters.,The product provides the product provides TireScreech2 Upto15meters.,text_extraction_agent,raw_text
The product provides the product provides LoudNoise Upto40meters.,The product provides the product provides LoudNoise Upto40meters.,text_extraction_agent,raw_text
The product provides the product provides UltrasonicPanicAlarm3 Upto40meters.,The product provides the product provides UltrasonicPanicAlarm3 Upto40meters.,text_extraction_agent,raw_text
The product provides the product provides 2Thedetectionrangeislimitedtoupto8metersinloudenvironments.,The product provides the product provides 2Thedetectionrangeislimitedtoupto8metersinloudenvironments.,text_extraction_agent,raw_text
The product provides the product provides 3Thedetectionrangeisinfluencedbythequalityandpowerofthedeviceusedtocreatethepanicalarm.,The product provides the product provides 3Thedetectionrangeisinfluencedbythequalityandpowerofthedeviceusedtocreatethepanicalarm.,text_extraction_agent,raw_text
The product provides the product provides AVIGILONSOFTWARESUPPORTEDFEATURES.,The product provides the product provides AVIGILONSOFTWARESUPPORTEDFEATURES.,text_extraction_agent,raw_text
The product provides the product provides AvigilonUnityVideo8.4or AlladvancedZ-Wavecompatibilityfeatures.,The product provides the product provides AvigilonUnityVideo8.4or AlladvancedZ-Wavecompatibilityfeatures.,text_extraction_agent,raw_text
The product provides the product provides higher.,The product provides the product provides higher.,text_extraction_agent,raw_text
The product provides the product provides AvigilonUnityVideo8.0or Allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.Appearance.,The product provides the product provides AvigilonUnityVideo8.0or Allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.Appearance.,text_extraction_agent,raw_text
The product provides the product provides higher searchwhenpairedwithappropriateserverhardware.UnusualActivityDetection.H.265supported.Audioanalytics.,The product provides the product provides higher searchwhenpairedwithappropriateserverhardware.UnusualActivityDetection.H.265supported.Audioanalytics.,text_extraction_agent,raw_text
The product provides the product provides Crowdanalytics.Classifiedobjectprivacymasking.,The product provides the product provides Crowdanalytics.Classifiedobjectprivacymasking.,text_extraction_agent,raw_text
The product provides the product provides ACCVersion7.2orhigher Allsupportedanalyticeventswithpeopleandvehiclesasclassifiedobjects.Appearancesearchwhenpairedwith.,The product provides the product provides ACCVersion7.2orhigher Allsupportedanalyticeventswithpeopleandvehiclesasclassifiedobjects.Appearancesearchwhenpairedwith.,text_extraction_agent,raw_text
The product provides the product provides appropriateserverhardware.UnusualActivityDetection.H.265supported.,The product provides the product provides appropriateserverhardware.UnusualActivityDetection.H.265supported.,text_extraction_agent,raw_text
The product provides the product provides Outline Dimensions.,The product provides the product provides Outline Dimensions.,text_extraction_agent,raw_text
The product provides the product provides Dome Camera with Surface Mount.,The product provides the product provides Dome Camera with Surface Mount.,text_extraction_agent,raw_text
The product provides the product provides (H6XPDomecamera+providedsurfacemount).,The product provides the product provides (H6XPDomecamera+providedsurfacemount).,text_extraction_agent,raw_text
The product provides the product provides Dome Camera with In-Ceiling Mount.,The product provides the product provides Dome Camera with In-Ceiling Mount.,text_extraction_agent,raw_text
The product provides the product provides (H6XPDomecamera+CLADP-1001).,The product provides the product provides (H6XPDomecamera+CLADP-1001).,text_extraction_agent,raw_text
The product provides the product provides Dome Camera WITH NPT Adapter.,The product provides the product provides Dome Camera WITH NPT Adapter.,text_extraction_agent,raw_text
The product provides the product provides (H6XPDomecamera+H6A-MT-NPTA1).,The product provides the product provides (H6XPDomecamera+H6A-MT-NPTA1).,text_extraction_agent,raw_text
The product provides the product provides Dome Camera WITH NPT Adapter and Pendant wall mount.,The product provides the product provides Dome Camera WITH NPT Adapter and Pendant wall mount.,text_extraction_agent,raw_text
The product provides the product provides (H6XPDomecamera+H6A-MT-NPTA1+WLMT-1021).,The product provides the product provides (H6XPDomecamera+H6A-MT-NPTA1+WLMT-1021).,text_extraction_agent,raw_text
The product provides the product provides Z-Wave Sensors.,The product provides the product provides Z-Wave Sensors.,text_extraction_agent,raw_text
The product provides the product provides Z-WaveDoorContactSensor(SM810).,The product provides the product provides Z-WaveDoorContactSensor(SM810).,text_extraction_agent,raw_text
The product provides the product provides Z-WaveOutdoorMotionSensor(SP816).,The product provides the product provides Z-WaveOutdoorMotionSensor(SP816).,text_extraction_agent,raw_text
The product provides the product provides Z-WaveIndoorMotionSensor(SP817).,The product provides the product provides Z-WaveIndoorMotionSensor(SP817).,text_extraction_agent,raw_text
The product provides the product provides Z-WavePanicButton(AC136).,The product provides the product provides Z-WavePanicButton(AC136).,text_extraction_agent,raw_text
The product provides the product provides Ordering Information.,The product provides the product provides Ordering Information.,text_extraction_agent,raw_text
The product provides the product provides MOUNTINGSCENARIO ORDERINGINFORMATION.,The product provides the product provides MOUNTINGSCENARIO ORDERINGINFORMATION.,text_extraction_agent,raw_text
The product provides the product provides PendantWallMount Orderoneof:.,The product provides the product provides PendantWallMount Orderoneof:.,text_extraction_agent,raw_text
The product provides the product provides l Indoororoutdoorsurfacemount.,The product provides the product provides l Indoororoutdoorsurfacemount.,text_extraction_agent,raw_text
The product provides the product provides camera.,The product provides the product provides camera.,text_extraction_agent,raw_text
The product provides the product provides l H6A-MT-NPTA1.,The product provides the product provides l H6A-MT-NPTA1.,text_extraction_agent,raw_text
The product provides the product provides l WLMT-1021.,The product provides the product provides l WLMT-1021.,text_extraction_agent,raw_text
The product provides the product provides Optional:.,The product provides the product provides Optional:.,text_extraction_agent,raw_text
The product provides the product provides l PLMT-1001(Polemountadapter).,The product provides the product provides l PLMT-1001(Polemountadapter).,text_extraction_agent,raw_text
The product provides the product provides l CRNMT-1001(Cornermountadapter).,The product provides the product provides l CRNMT-1001(Cornermountadapter).,text_extraction_agent,raw_text
The product provides the product provides PendantNPTMount Orderoneof:.,The product provides the product provides PendantNPTMount Orderoneof:.,text_extraction_agent,raw_text
The product provides the product provides SurfaceMount Orderoneof:.,The product provides the product provides SurfaceMount Orderoneof:.,text_extraction_agent,raw_text
The product provides the product provides l DMSLD-1001(weathershield).,The product provides the product provides l DMSLD-1001(weathershield).,text_extraction_agent,raw_text
The product provides the product provides In-CeilingMount Orderoneof:.,The product provides the product provides In-CeilingMount Orderoneof:.,text_extraction_agent,raw_text
The product provides the product provides l Indoororoutdoorin-ceilingmount.,The product provides the product provides l Indoororoutdoorin-ceilingmount.,text_extraction_agent,raw_text
The product provides the product provides l CLADP-1001.,The product provides the product provides l CLADP-1001.,text_extraction_agent,raw_text
The product provides the product provides l CLPNL-1011(metalceilingpanel).,The product provides the product provides l CLPNL-1011(metalceilingpanel).,text_extraction_agent,raw_text
The product provides the product provides MODEL MP WDR LIGHTCATCHER LENS IR ANALYTICS HDSM MICROPHONE.,The product provides the product provides MODEL MP WDR LIGHTCATCHER LENS IR ANALYTICS HDSM MICROPHONE.,text_extraction_agent,raw_text
The product provides the product provides TECHNOLOGY SMARTCODEC.,The product provides the product provides TECHNOLOGY SMARTCODEC.,text_extraction_agent,raw_text
The product provides the product provides 4.0C-H6XP-DO1-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,The product provides the product provides 4.0C-H6XP-DO1-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides the product provides 4.0C-H6XP-DO2-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,The product provides the product provides 4.0C-H6XP-DO2-IR-NA 4.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides the product provides 8.0C-H6XP-DO1-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,The product provides the product provides 8.0C-H6XP-DO1-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides the product provides 8.0C-H6XP-DO2-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,The product provides the product provides 8.0C-H6XP-DO2-IR-NA 8.0 ✓ ✓ ✓ ✓ ✓ ✓.,text_extraction_agent,raw_text
The product provides the product provides SM810-NA-AVO Z-Wavedoorcontactsensor.,The product provides the product provides SM810-NA-AVO Z-Wavedoorcontactsensor.,text_extraction_agent,raw_text
The product provides the product provides SP816-NA-AVO Z-Waveoutdoormotionsensor.,The product provides the product provides SP816-NA-AVO Z-Waveoutdoormotionsensor.,text_extraction_agent,raw_text
The product provides the product provides SP817-NA-AVO Z-Waveindoormotionsensor.,The product provides the product provides SP817-NA-AVO Z-Waveindoormotionsensor.,text_extraction_agent,raw_text
The product provides the product provides AC136-NA-AVO Z-Wavepanicbutton.,The product provides the product provides AC136-NA-AVO Z-Wavepanicbutton.,text_extraction_agent,raw_text
The product provides the product provides Dome Camera Accessories.,The product provides the product provides Dome Camera Accessories.,text_extraction_agent,raw_text
The product provides the product provides H6A-MT-NPTA1 PendantNPTadapter.,The product provides the product provides H6A-MT-NPTA1 PendantNPTadapter.,text_extraction_agent,raw_text
"The product provides the product provides WLMT-1021 Pendantwallarm,1.5""NPTfemale,20cm(7.8"")long.","The product provides the product provides WLMT-1021 Pendantwallarm,1.5""NPTfemale,20cm(7.8"")long.",text_extraction_agent,raw_text
The product provides the product provides CLADP-1001 In-Ceilingadapter.,The product provides the product provides CLADP-1001 In-Ceilingadapter.,text_extraction_agent,raw_text
The product provides the product provides CLPNL-1011 Metalceilingpanelforsuspendedceilinginstallations.,The product provides the product provides CLPNL-1011 Metalceilingpanelforsuspendedceilinginstallations.,text_extraction_agent,raw_text
The product provides the product provides DMSLD-1001 Weathershieldfordomecameras.,The product provides the product provides DMSLD-1001 Weathershieldfordomecameras.,text_extraction_agent,raw_text
The product provides the product provides DMBBL-1001 Replacementcleardomebubble.,The product provides the product provides DMBBL-1001 Replacementcleardomebubble.,text_extraction_agent,raw_text
The product provides the product provides DMBBL-1011 ReplacementIRdomebubble.,The product provides the product provides DMBBL-1011 ReplacementIRdomebubble.,text_extraction_agent,raw_text
"The product provides the product provides DMSBL-1001 Optionalsmokeddomebubble,notcompatiblewiththeIRcameras.","The product provides the product provides DMSBL-1001 Optionalsmokeddomebubble,notcompatiblewiththeIRcameras.",text_extraction_agent,raw_text
"The product provides the product provides GROM-1001 Camerasealinggrommet,packof10.","The product provides the product provides GROM-1001 Camerasealinggrommet,packof10.",text_extraction_agent,raw_text
"The product provides the product provides GROM-1011 Pipesealinggrommet,packof10.","The product provides the product provides GROM-1011 Pipesealinggrommet,packof10.",text_extraction_agent,raw_text
The product provides the product provides PLMT-1001 Polemountadapter.,The product provides the product provides PLMT-1001 Polemountadapter.,text_extraction_agent,raw_text
The product provides the product provides CRNMT-1001 Cornermountadapter.,The product provides the product provides CRNMT-1001 Cornermountadapter.,text_extraction_agent,raw_text
The product provides the product provides CAM-FIPS CameralicensetoenableFIPScryptographicmodule.,The product provides the product provides CAM-FIPS CameralicensetoenableFIPScryptographicmodule.,text_extraction_agent,raw_text
The product provides the product provides Support.,The product provides the product provides Support.,text_extraction_agent,raw_text
"The product provides the product provides Forproductsupport,visit:avigilon.comorsales@avigilon.com.","The product provides the product provides Forproductsupport,visit:avigilon.comorsales@avigilon.com.",text_extraction_agent,raw_text
"The product provides the product provides To learn more, visit: avigilon.com.","The product provides the product provides To learn more, visit: avigilon.com.",text_extraction_agent,raw_text
"The product provides the product provides MotorolaSolutions,Inc.500WestMonroeStreet,Chicago,IL60661U.S.A.motorolasolutions.com.","The product provides the product provides MotorolaSolutions,Inc.500WestMonroeStreet,Chicago,IL60661U.S.A.motorolasolutions.com.",text_extraction_agent,raw_text
"The product provides the product provides ©2025,AvigilonCorporation.Allrightsreserved.MOTOROLA,MOTO,MOTOROLASOLUTIONSandtheStylizedMLogoaretrademarksorregisteredtrademarksof.","The product provides the product provides ©2025,AvigilonCorporation.Allrightsreserved.MOTOROLA,MOTO,MOTOROLASOLUTIONSandtheStylizedMLogoaretrademarksorregisteredtrademarksof.",text_extraction_agent,raw_text
"The product provides the product provides MotorolaTrademarkHoldings,LLCandareusedunderlicense.Allothertrademarksarethepropertyoftheirrespectiveowners.","The product provides the product provides MotorolaTrademarkHoldings,LLCandareusedunderlicense.Allothertrademarksarethepropertyoftheirrespectiveowners.",text_extraction_agent,raw_text
The product provides the product provides 20250908-enRev2.,The product provides the product provides 20250908-enRev2.,text_extraction_agent,raw_text
